Entry,pstr_c3,pstr_c5,pstr_c7,pstr_c8,pstr_d3,pstr_d5,pstr_d7
A0A024SNB7,18,35,120,50,39,2,8
A0A067XMP1,214,159,631,262,129,18,12
A0A068FIK2,31,36,88,10,43,11,4
A0A078IS66,74,122,191,53,76,12,20
A0A078ISJ6,14,37,131,17,43,7,0
A0A084R1J7,260,173,273,273,224,51,48
A0A096P8D3,159,114,642,112,227,38,18
A0A096XJN4,0,0,0,0,0,0,0
A0A0A6ZFR4,79,84,455,102,131,26,0
A0A0B6VQ48,154,156,350,148,186,47,37
A0A0C5PRQ1,57,11,56,33,5,4,0
A0A0D2YG06,96,106,319,73,135,27,9
A0A0D3QS99,25,61,27,86,75,4,7
A0A0G2K1Q8,44,53,174,148,100,38,13
A0A0H2VDN9,485,336,643,328,611,131,83
A0A0H3LKL4,0,0,0,0,0,0,0
A0A0I9QGZ2,1,14,10,6,10,0,0
A0A0P0X004,4,13,72,5,29,8,0
A0A0P0XB70,33,24,15,26,43,1,0
A0A0P0XM10,0,1,0,0,1,0,0
A0A0P6JG37,243,185,603,201,211,44,7
A0A0R4IBK5,119,56,159,58,63,16,33
A0A0R4IKJ1,9,31,19,15,22,8,0
A0A0R4IMY7,37,21,78,22,40,1,0
A0A140IL92,42,34,40,58,53,11,0
A0A140JWS7,37,49,63,77,74,14,10
A0A140LI88,90,21,73,71,72,7,5
A0A140N890,69,27,55,34,60,9,5
A0A168WVR6,211,122,297,135,174,35,21
A0A1B4XBG9,104,47,94,46,88,7,11
A0A1C3YKE0,4,0,12,4,12,3,0
A0A1C7D1B7,15,25,67,7,55,7,0
A0A1L5BUX8,21,10,81,19,36,3,2
A0A1L8GXY4,0,7,15,0,0,0,0
A0A1L8HCK2,90,76,289,99,132,42,5
A0A1L9U7P9,19,5,22,13,0,0,0
A0A1P8AUY4,38,8,48,6,54,5,0
A0A1P8AW69,7,8,16,11,9,1,0
A0A1S4A695,0,0,0,0,1,0,0
A0A1U8QJR1,28,6,19,33,6,13,0
A0A254TZW7,104,46,123,63,53,2,12
A0A286R227,103,91,240,66,112,26,23
A0A2I0BVG8,222,408,497,132,350,66,18
A0A2R8Q1W5,21,6,39,18,33,5,0
A0A2U8QPE6,8,15,45,5,15,4,0
A0A2Z5VKM8,76,86,177,64,55,11,2
A0A383ZFX3,96,78,296,126,112,19,8
A0A3G1DJF4,27,29,42,29,44,6,5
A0A3S5YBC7,41,22,273,50,67,3,0
A0A411PQP8,48,41,125,10,84,1,0
A0A455R5H4,149,140,606,178,209,44,1
A0A482NAR8,0,0,0,0,1,1,0
A0A4Y1YQ38,2679,2163,6351,2476,2388,477,264
A0A4Y1YTM1,3102,2125,6746,2763,3005,692,363
A0A509AFG4,17,18,118,36,18,1,0
A0A509AHB6,371,247,494,236,476,43,58
A0A509AKL0,303,203,577,211,343,53,14
A0A509AQE6,73,77,214,53,139,25,7
A0A5K1K8H0,209,110,224,109,224,40,22
A0AUS0,133,80,222,89,139,5,14
A0AVI2,53,8,80,0,35,0,0
A0B8A1,26,27,32,10,31,9,0
A0BD92,0,0,24,0,0,0,0
A0BLX0,46,20,28,16,38,24,0
A0BQL0,279,146,392,109,197,25,16
A0CCD2,15,16,64,0,16,6,5
A0CDD4,8,32,112,11,29,7,2
A0CEY2,0,0,0,0,0,0,0
A0CUB5,149,150,239,140,69,64,17
A0DSB3,96,61,79,51,85,33,11
A0E358,0,0,0,0,0,0,0
A0FGR8,32,7,49,37,55,3,10
A0FGR9,113,122,303,81,129,27,1
A0JM08,180,95,158,74,180,12,4
A0JM23,206,105,299,104,205,33,33
A0JM56,52,0,15,28,26,1,13
A0JMG9,17,13,6,20,4,0,0
A0JMH2,17,0,15,39,15,1,9
A0JMU5,0,1,0,0,0,0,0
A0JMW2,161,119,254,157,115,35,0
A0JNA8,266,160,212,118,168,24,7
A0JNC4,0,0,0,0,2,0,0
A0JND4,83,33,57,45,63,10,5
A0JPA0,59,64,136,60,135,12,2
A0JPI9,135,52,177,75,113,8,21
A0KKF0,10,15,68,34,51,10,0
A0L5X4,9,11,34,3,24,0,0
A0LE04,7,25,71,6,26,4,9
A0LP26,8,26,55,24,28,3,3
A0LTX3,34,24,25,29,17,5,12
A0LWS7,26,18,37,0,36,6,0
A0LXM7,0,0,0,0,0,0,0
A0LXQ1,0,0,0,0,0,0,0
A0LY94,0,0,0,0,1,0,0
A0LYC2,0,0,0,0,0,0,0
A0LYZ0,0,0,0,0,0,0,0
A0M3L3,0,0,0,0,0,0,0
A0M4Z2,0,0,0,0,0,0,0
A0M572,0,0,0,0,0,0,0
A0M576,0,0,0,0,0,0,0
A0M579,0,0,0,0,0,0,0
A0M588,0,0,0,0,0,0,0
A0M591,0,0,0,0,0,0,0
A0M592,0,0,0,0,0,0,0
A0M594,0,0,0,0,0,0,0
A0M5A0,0,0,0,0,0,0,0
A0M7D0,0,0,0,0,0,0,0
A0PGB3,1557,1182,3398,1495,1729,287,168
A0PJX2,3,0,0,0,3,0,0
A0PQ21,25,40,74,29,43,2,8
A0PQ29,114,44,142,77,135,23,41
A0Q1R3,16,34,133,27,51,5,0
A0QNZ7,23,6,25,9,21,0,0
A0QP18,250,222,556,221,285,38,39
A0QV09,127,119,275,97,197,40,25
A0R0B0,21,65,47,31,63,8,4
A0R566,43,60,211,82,64,4,2
A0T097,2669,6868,2519,3457,663,214,6
A0T0C6,2425,1668,4824,2072,1930,443,245
A0T0D1,111,66,226,107,181,25,19
A0T0E0,148,138,643,185,220,30,35
A0T0F0,193,223,447,275,158,57,38
A0T0L2,1483,1415,2735,1763,1171,388,147
A0T0T7,663,1373,491,510,179,28,0
A0T2M3,67,68,248,28,136,18,4
A1A040,13,0,22,13,10,0,7
A1A1I4,14,3,19,25,14,2,0
A1A4L5,9,30,19,8,19,16,0
A1A4V9,105,62,125,26,70,0,7
A1A5B4,59,25,94,32,50,2,14
A1A5G2,34,24,47,48,68,5,11
A1A5H6,191,88,126,117,7,11,0
A1A6H3,34,43,49,45,68,10,19
A1AT85,15,68,143,52,41,4,0
A1BDF5,0,0,0,0,0,0,0
A1C5V3,19,6,43,5,36,2,0
A1CAQ1,0,0,4,3,3,0,0
A1CNV1,63,24,62,11,55,23,1
A1CRV0,4,15,101,27,15,3,0
A1D3V4,201,81,219,123,164,44,48
A1DHV3,225,105,252,135,286,35,5
A1DHY9,7,12,45,29,9,0,0
A1E295,563,421,1820,519,749,68,64
A1JHR5,25,35,75,29,29,2,3
A1JMX8,148,106,321,135,209,21,29
A1K1M2,10,4,9,0,1,0,0
A1K5T6,105,62,85,70,74,36,1
A1L0T3,55,30,103,68,44,6,3
A1L0Y2,56,0,19,6,2,0,0
A1L0Z6,60,62,141,38,71,5,0
A1L1P9,197,203,311,151,228,44,20
A1L258,0,0,16,4,5,0,0
A1L2E4,1,8,3,5,5,0,0
A1L4X0,14,16,98,7,31,2,0
A1L504,1,0,1,0,4,0,0
A1RIZ0,0,0,0,0,0,0,0
A1RY08,0,0,0,0,0,0,0
A1S1Z8,51,78,178,69,98,29,4
A1SJ61,327,176,573,174,428,55,68
A1SPV1,8,5,21,4,23,6,0
A1SWB8,9,10,24,17,13,6,0
A1T726,101,77,59,31,69,11,17
A1TWN0,29,4,126,5,20,1,0
A1TYJ6,0,0,0,0,0,0,0
A1U0K1,75,32,162,11,37,9,0
A1U1Q2,155,68,176,68,148,29,15
A1U3F2,0,0,0,0,0,0,0
A1V0M1,4,4,2,12,1,0,0
A1VC40,31,17,19,14,42,0,5
A1VYV7,50,52,139,69,127,19,20
A1XQS5,223,147,590,157,217,32,14
A1XQU3,802,414,1381,852,695,111,72
A1Z9G2,0,0,0,0,0,0,0
A1ZAJ2,93,36,103,81,83,16,0
A2A259,38,79,162,23,97,16,5
A2A690,86,102,174,80,63,42,22
A2A6Q5,69,87,153,21,55,19,6
A2A870,58,36,117,60,102,15,6
A2ACP1,7,17,31,19,3,0,0
A2AJ88,124,138,157,41,112,44,22
A2AQP0,0,4,1,0,0,0,0
A2ASS6,94,71,232,56,93,18,19
A2AUC9,0,0,5,10,2,0,0
A2AVA0,398,201,466,254,283,28,50
A2AX52,127,67,142,80,53,14,0
A2BFC9,365,377,756,307,293,48,29
A2BIW2,21,0,8,1,10,0,3
A2BR65,333,276,522,292,145,44,36
A2BX44,129,171,448,183,152,81,11
A2Q8F7,5,1,47,11,5,0,0
A2QGA1,23,18,59,0,19,0,16
A2R5J1,111,58,70,58,106,35,19
A2RB75,20,17,28,0,23,13,0
A2RRH5,74,36,78,30,52,0,0
A2RT60,451,225,585,378,394,57,63
A2RVM0,150,131,393,110,201,33,10
A2SH04,447,238,921,437,408,82,34
A2VD00,9,0,0,0,0,0,0
A2VD82,75,87,111,61,118,4,7
A2VDC2,75,53,189,83,116,21,1
A2VDD2,237,193,498,220,161,58,14
A2VDL9,32,19,14,22,42,14,3
A2VDR2,176,70,132,112,164,27,17
A2VDZ4,13,5,41,4,3,3,0
A2VE40,1,1,12,0,2,5,2
A2VE52,124,91,234,162,193,16,19
A2WY46,27,17,148,54,33,0,2
A2XMJ1,0,1,4,0,4,0,0
A2XQE8,1316,986,3113,903,996,148,60
A2Y8E0,3099,2166,5818,2650,2830,449,292
A2Y9M4,237,190,266,210,264,25,34
A2YIW7,66,53,58,45,47,12,0
A2YZ24,46,19,106,43,63,5,4
A2ZF66,207,114,257,141,138,8,20
A2ZMH2,4,7,5,10,1,1,0
A2ZVI7,6,14,8,0,14,0,0
A3AF13,131,87,167,46,156,14,13
A3AVH5,42,46,50,102,55,2,2
A3AYR1,16,8,34,4,22,0,0
A3BFT0,164,35,205,69,72,4,10
A3DBD7,11,10,36,13,19,6,0
A3DBX3,361,305,837,326,307,23,39
A3DC75,101,6,105,71,70,7,10
A3DCD4,105,116,118,107,160,53,41
A3DM32,20,16,114,6,64,2,7
A3E4D8,2572,1842,6410,2755,3171,468,273
A3EWL3,186,107,205,86,110,34,7
A3FIN4,0,0,0,0,0,0,0
A3KFF6,47,63,139,47,84,17,0
A3KFU9,188,83,342,117,157,17,23
A3KMH1,25,21,24,22,31,18,4
A3KN83,111,85,204,153,99,24,10
A3KPE8,110,116,277,206,171,39,14
A3KPP3,73,119,130,53,79,21,15
A3KPP4,8,2,7,28,17,0,0
A3KQ55,23,32,31,21,37,7,1
A3LSY7,4,9,5,0,15,0,0
A3LSZ2,74,44,86,47,67,12,14
A3LXE7,466,338,1512,609,453,37,39
A3M0J3,11,6,10,7,16,0,0
A3MSA1,11,12,26,0,18,1,0
A3MX34,117,47,197,68,124,13,4
A3MXQ7,19,0,12,0,2,1,0
A3N123,13,9,10,17,30,2,0
A3PN16,80,114,274,110,165,12,9
A3RCV9,18,16,151,13,34,11,6
A3RF36,73,35,85,6,68,37,0
A3SK19,16,4,8,0,11,0,0
A3SR25,290,223,836,274,269,44,37
A4D256,51,42,111,53,93,2,5
A4F7P5,85,49,91,61,90,3,0
A4F9L2,143,111,336,122,159,30,21
A4FV84,111,65,172,109,74,13,0
A4FV98,36,30,83,48,59,15,3
A4G7G3,49,55,94,37,50,17,12
A4GRC6,35,7,101,45,26,8,15
A4IF87,67,79,237,66,79,17,0
A4IFF3,59,41,85,26,60,17,10
A4IG42,50,33,29,27,66,7,0
A4IG53,69,39,95,51,118,26,0
A4IG72,3,6,26,0,3,5,0
A4IH82,365,295,457,228,280,70,5
A4IHB9,30,22,61,20,49,8,3
A4IHR1,421,251,613,250,240,49,9
A4II73,7,39,56,21,36,0,0
A4III8,23,50,125,20,39,13,0
A4IIS8,5,15,35,5,14,4,5
A4IIY2,94,60,222,56,46,19,12
A4IJY6,24,36,61,5,26,3,11
A4IQF5,0,0,0,0,0,0,0
A4J474,41,47,148,84,82,6,0
A4JB86,4,0,0,0,5,0,0
A4K436,0,8,12,2,18,0,2
A4Q9F3,56,17,61,36,22,2,0
A4Q9F4,9,3,9,6,23,2,12
A4QN56,33,21,10,13,8,0,1
A4QNG5,28,16,22,7,42,2,3
A4QNR8,0,21,7,13,8,0,0
A4QP78,167,149,268,128,189,17,43
A4QVI3,39,14,74,19,38,9,0
A4R606,172,142,289,120,225,23,16
A4TC13,37,33,27,12,27,8,0
A4TE41,147,70,127,79,118,40,3
A4TEE0,69,19,71,75,79,6,15
A4VGS1,0,0,0,4,0,0,0
A4VIR4,6,0,18,9,14,1,0
A4VWG9,16,15,52,31,47,15,0
A4W369,0,0,7,0,0,3,0
A4W870,38,14,65,32,18,3,0
A4WCK2,65,6,85,57,63,2,7
A4WVF5,0,0,0,0,0,1,0
A4XLM2,88,32,202,143,116,13,17
A4XVG1,187,87,362,124,362,60,46
A4XVG2,84,70,134,108,196,9,12
A4YGN0,12,12,36,0,8,0,0
A4YI89,388,320,854,502,502,102,49
A4YM47,0,0,0,0,0,0,0
A4YQF7,0,15,68,7,9,1,0
A5A6J2,0,4,3,0,0,0,0
A5A6P2,45,23,44,40,43,9,4
A5CEP5,72,27,73,34,62,7,11
A5CQ46,7,14,85,14,33,7,0
A5CXE4,43,57,39,47,73,22,15
A5CZ28,25,41,91,9,30,15,0
A5D0W6,151,100,267,182,199,36,20
A5D9W7,3,6,10,0,5,0,0
A5DFT1,48,4,82,4,33,2,6
A5DMB6,9,2,0,0,4,0,0
A5E1N2,19,22,46,83,43,8,3
A5EVM2,0,0,0,0,0,0,0
A5EVX0,0,0,0,0,0,0,0
A5F9Z0,0,0,0,0,0,0,0
A5FG48,0,2,11,0,1,4,0
A5FJG9,0,0,0,0,0,0,0
A5FKD9,0,0,0,0,0,0,0
A5FKJ2,233,11,303,120,204,0,19
A5FMP6,268,182,415,163,289,29,1
A5FMZ0,0,0,0,0,0,0,0
A5FMZ3,0,0,0,0,0,0,0
A5FMZ4,0,0,0,0,0,0,0
A5FN17,0,0,0,0,0,0,0
A5FN18,0,0,0,0,0,0,0
A5FP04,0,0,0,0,0,0,0
A5FZG9,59,114,307,54,67,12,0
A5G029,26,16,24,40,27,1,0
A5G146,66,40,92,29,66,11,5
A5GF99,135,43,113,47,134,19,44
A5GRX8,72,542,175,68,78,151,12
A5GV53,0,0,0,0,0,0,0
A5II06,49,57,139,53,102,30,14
A5IKX2,59,23,59,40,53,18,5
A5JYS0,149,33,175,83,116,0,10
A5JZQ2,28,39,189,23,45,10,4
A5K0N4,134,76,150,53,77,16,0
A5LGM7,12,12,31,13,8,3,0
A5N6M3,41,38,75,81,67,12,0
A5PK00,33,17,42,26,64,8,4
A5PK19,19,15,28,4,23,5,0
A5PK45,16,0,34,16,9,0,0
A5PKG6,41,4,21,26,16,0,6
A5PMF6,38,25,27,68,46,20,4
A5PMR2,118,101,70,69,128,18,39
A5PMU4,0,0,0,0,0,0,0
A5PMW0,116,90,191,159,119,26,11
A5UDR1,0,0,0,0,0,0,0
A5UPS3,49,17,89,21,43,1,0
A5UYW4,2,5,6,0,2,0,0
A5V605,0,0,0,0,0,0,0
A5WVX1,75,60,68,16,57,20,4
A5WVX9,5,22,32,14,23,7,0
A6BM72,464,22,561,234,92,17,5
A6GWI4,0,0,0,0,0,0,0
A6GZ96,0,0,0,0,0,0,0
A6H639,29,13,42,8,32,3,0
A6H6A9,6,6,44,0,6,3,2
A6H6X4,70,41,80,22,80,11,7
A6H759,153,27,260,119,165,25,14
A6H7B5,111,122,326,158,178,37,0
A6H7I3,22,12,43,49,29,22,0
A6H8H5,16,23,62,0,20,0,0
A6H8T7,26,42,89,15,17,1,1
A6L0V1,0,0,0,0,0,0,0
A6L4J3,118,71,67,124,132,27,22
A6LAP3,184,69,160,164,140,23,18
A6LEG7,0,0,0,0,0,0,0
A6LFV1,32,16,35,1,14,5,7
A6MVW9,386,412,1203,452,487,106,17
A6MVX1,0,0,0,0,0,0,0
A6MVX9,50,58,206,55,119,27,3
A6MW06,378,264,644,367,288,87,25
A6MW33,153,314,565,491,304,111,36
A6N6J5,208,173,374,114,165,37,7
A6NCI4,361,253,762,349,418,98,62
A6NDY0,211,85,135,114,91,9,3
A6NFX1,1,24,12,10,8,1,0
A6NHC0,115,64,176,45,107,38,3
A6NI72,20,38,75,3,44,9,0
A6NIM6,154,139,372,115,89,26,2
A6NNX1,66,43,59,18,56,12,12
A6P3B2,13,10,21,20,2,0,0
A6QP05,212,129,423,187,210,24,18
A6QP72,23,30,72,64,43,12,4
A6QP81,48,35,33,49,33,14,4
A6QPE7,6,2,41,21,0,0,0
A6QPN6,230,103,442,331,183,54,34
A6QQ60,140,126,245,128,120,11,25
A6QQU6,235,186,691,174,144,28,10
A6QR09,0,6,7,7,7,4,0
A6R3L3,23,47,210,85,42,3,17
A6R7B8,108,49,81,78,45,2,0
A6RGE3,41,25,106,27,57,3,3
A6SEH9,96,101,80,92,131,23,16
A6SZN9,0,0,2,0,0,0,0
A6T4R6,25,0,9,9,27,0,0
A6TEB3,83,85,142,57,118,8,27
A6UEY0,160,122,502,157,101,22,16
A6ULQ4,34,35,27,6,29,3,7
A6V3Q8,27,26,19,17,38,4,6
A6VMR4,21,1,29,0,16,2,0
A6W0X8,8,5,45,0,17,6,0
A6WDF2,44,17,51,39,42,16,6
A6WW16,16,4,40,0,14,7,0
A6X0K5,26,30,71,27,33,7,0
A6X7E7,26,13,77,28,31,3,0
A6XIG6,11,9,4,28,16,1,0
A6YG69,298,243,904,416,363,91,15
A6ZRX0,272,177,165,154,214,33,28
A7E2S9,19,10,26,8,27,0,4
A7E2V1,261,246,460,210,338,33,36
A7E316,3,2,39,4,10,4,0
A7EAY2,78,95,30,72,72,22,7
A7EKT5,26,14,49,8,23,3,0
A7EYW0,202,153,331,104,161,55,9
A7F045,12,24,58,71,13,0,0
A7F1E9,0,0,1,4,2,3,0
A7GCK7,52,38,31,12,28,0,24
A7HM36,205,86,690,242,245,29,15
A7HQX9,130,193,737,226,249,30,9
A7L6A0,0,0,0,0,0,0,0
A7LXS9,82,89,141,69,75,22,1
A7LXT0,0,3,15,0,22,0,0
A7LXU0,0,0,0,0,0,0,0
A7MAZ3,108,77,193,93,110,44,0
A7MB16,0,0,0,0,0,0,0
A7MB73,20,10,26,12,23,0,5
A7MBE4,13,5,45,0,11,1,2
A7MBF6,94,55,100,52,53,12,7
A7MBI7,149,142,245,140,234,43,43
A7MBP4,86,58,157,51,78,6,0
A7MBS7,203,78,251,89,68,20,0
A7ME44,54,14,45,4,44,0,5
A7PQS0,284,375,1576,352,345,53,24
A7PZL3,167,40,95,79,140,15,14
A7RFT2,41,27,81,19,69,14,9
A7RIT9,492,436,816,367,445,70,102
A7RK30,35,25,30,21,31,9,0
A7RWD2,20,14,71,23,58,9,8
A7S1H9,46,58,97,51,85,19,18
A7S3I2,94,61,91,83,67,23,11
A7S6Y0,24,10,49,24,20,9,17
A7SDW5,33,51,217,48,73,8,0
A7SE05,4,13,21,4,12,3,0
A7SKJ3,62,38,82,42,78,7,11
A7SL20,33,20,42,74,42,2,14
A7STV9,6,32,44,0,10,15,0
A7SWH1,175,98,227,107,168,10,4
A7SXK3,17,17,62,49,52,9,0
A7T167,68,41,68,39,67,3,13
A7TG13,39,10,47,18,22,3,0
A7TPV3,55,29,50,34,36,3,0
A7TSF4,30,20,36,36,26,7,0
A7TTT5,0,0,0,0,0,0,0
A7UVN1,57,14,35,18,26,21,4
A7WM73,141,159,201,113,150,56,12
A7XRY8,1,3,11,0,1,0,0
A7YE96,132,26,76,68,80,8,6
A7YY53,2,0,0,0,11,10,9
A7Z061,111,70,88,75,140,19,16
A7Z6W2,63,39,69,95,85,17,32
A7Z975,72,79,278,55,132,9,4
A8A9H3,270,221,431,160,275,103,35
A8AJF8,1,2,12,0,1,5,2
A8ALD3,33,13,31,15,19,0,6
A8AQP0,19,6,53,15,15,5,0
A8CEP3,120,94,105,83,129,36,4
A8CVX7,19,8,28,18,10,0,1
A8E4L1,3,9,29,0,12,0,0
A8E534,16,14,89,12,12,8,0
A8F4F7,0,0,0,0,0,0,0
A8G744,393,148,627,350,421,33,73
A8GBA5,61,58,78,69,107,21,4
A8GCT5,14,10,24,41,27,0,0
A8GG79,93,96,137,66,143,13,19
A8GLE9,47,31,113,39,52,24,3
A8HMZ4,77,39,106,76,61,0,11
A8HQ54,175,116,291,167,209,43,19
A8HS48,349,209,538,290,312,33,15
A8HUA1,712,408,822,433,567,133,82
A8I1Q0,114,96,417,153,195,28,6
A8I4E9,316,197,546,155,323,26,22
A8I9E8,198,98,244,78,139,25,2
A8IB22,239,97,365,189,159,13,4
A8IHV3,65,17,145,12,66,5,4
A8ILK1,222,223,651,187,311,28,33
A8IPQ8,242,241,408,309,238,43,28
A8IQE0,191,124,415,198,253,37,9
A8IQT2,0,0,0,0,0,0,0
A8IR43,0,0,0,2,1,0,0
A8ISN6,209,135,651,135,229,50,15
A8IUG5,187,105,335,100,170,14,31
A8IW99,9,17,37,28,28,6,2
A8J0J0,141,59,194,128,131,27,12
A8J0N6,59,74,221,54,97,18,6
A8J3F6,9,3,37,0,13,0,0
A8J637,0,0,0,0,0,0,0
A8J6J0,119,90,159,76,199,17,9
A8JAM0,1,0,0,0,0,0,0
A8JAN3,111,55,80,39,64,16,6
A8JB22,253,167,471,221,284,32,19
A8JF70,520,314,769,233,447,53,50
A8JGB0,22,12,42,2,32,7,0
A8JID5,23,36,125,7,70,8,0
A8KBL5,105,47,118,32,56,36,3
A8LHA4,6,19,141,32,20,1,0
A8M3K6,10,8,66,33,30,4,0
A8MG75,6,10,68,5,12,0,0
A8MJT5,9,17,38,9,22,4,0
A8MQ27,0,10,0,3,5,0,0
A8MR93,0,8,6,0,4,0,0
A8MS41,153,115,164,196,114,21,4
A8MWY0,128,90,247,109,165,33,4
A8NDT2,37,35,32,16,38,5,0
A8NEP3,136,153,456,94,224,46,22
A8NJZ7,74,142,157,89,145,39,38
A8R7K9,0,0,0,0,0,0,0
A8W649,3,0,69,0,27,3,0
A8WE67,63,41,46,54,80,10,6
A8WGF4,84,71,133,55,51,14,13
A8WGF7,15,46,86,13,33,11,0
A8WGT1,258,141,438,169,230,41,28
A8WIP6,86,63,122,105,75,14,11
A8WMY3,52,0,26,17,58,0,0
A8WN56,80,74,254,98,121,10,1
A8WN62,0,29,53,0,20,0,0
A8WRV1,0,3,15,0,3,0,0
A8WXF6,533,332,902,329,376,117,61
A8WYE4,0,3,10,0,2,0,0
A8X0Z1,0,0,0,0,0,0,0
A8X6H1,4,6,41,13,18,0,0
A8XGH1,157,178,304,232,220,29,21
A8XY95,0,0,0,0,0,0,0
A8Y1P7,195,138,217,101,210,8,16
A8Y4B2,183,144,273,215,254,45,16
A9A1T2,24,45,109,22,26,8,0
A9A3L9,17,19,35,0,63,14,7
A9BE84,92,52,101,107,106,18,7
A9BEU2,226,90,542,324,147,19,29
A9BF03,358,120,847,306,213,18,32
A9BHB5,124,94,566,273,202,41,21
A9BJC1,0,0,10,0,0,0,0
A9CES5,32,16,13,12,15,4,0
A9CJC9,300,218,460,194,329,44,47
A9JRD8,67,44,103,13,53,8,5
A9LIW2,55,65,276,76,95,17,4
A9LNK9,267,223,303,243,288,39,50
A9M752,0,0,0,0,0,0,0
A9MJT5,170,184,349,105,165,19,12
A9ND24,3,0,8,0,15,0,0
A9NKD9,13,22,12,5,40,8,3
A9NUH8,2641,2193,6979,2491,2347,335,197
A9PCL4,157,165,956,276,233,51,32
A9RBS1,21,11,41,18,33,0,0
A9S3D3,17,0,29,2,15,2,0
A9S5R3,6,12,9,0,4,0,2
A9SIZ6,70,44,75,50,77,23,12
A9SMC8,807,1259,1959,754,717,235,72
A9UMG5,8,17,1,19,12,1,0
A9UNU6,235,143,207,184,173,44,4
A9UQ62,9,26,52,21,38,9,2
A9V2C1,154,73,122,94,58,17,2
A9V3C0,145,94,132,90,162,25,10
A9VE54,83,70,41,81,69,18,1
A9VHU0,15,23,17,27,36,7,8
A9W2R3,0,16,24,4,3,2,0
A9WGE3,28,11,46,0,25,3,0
A9WRT1,75,62,117,98,104,21,16
A9X1D0,30,14,43,34,29,4,12
B0BB15,55,23,69,25,57,9,0
B0BLT4,161,48,379,75,111,16,10
B0BN18,54,40,110,73,86,3,14
B0BNA9,26,26,32,31,38,5,11
B0BNE5,53,37,31,6,36,4,0
B0BNM1,0,0,0,0,0,0,0
B0BZL2,0,0,37,0,0,0,0
B0C1B5,107,56,125,26,72,7,6
B0C1D7,273,114,388,219,261,38,33
B0C2J3,44,18,90,16,41,11,0
B0C427,344,245,728,371,346,58,45
B0CAD1,128,103,272,120,207,18,31
B0CFQ6,47,39,106,18,50,7,3
B0DOB5,8,2,25,18,3,0,0
B0DSN9,17,6,31,16,21,6,3
B0E2U2,33,42,17,10,42,7,7
B0G143,109,96,159,92,151,19,17
B0G159,56,37,102,18,33,0,8
B0G172,46,38,46,18,44,13,14
B0G180,50,40,115,51,62,5,0
B0JHB1,5,6,24,0,21,12,0
B0JJL5,58,33,78,43,76,0,4
B0JL12,10,10,30,3,12,0,0
B0JQT7,39,90,103,21,84,19,6
B0JXE2,106,115,250,107,168,21,26
B0JYW5,0,20,34,5,17,4,0
B0JYZ2,86,109,156,64,108,17,17
B0K0Y9,60,9,23,40,41,7,0
B0K530,245,92,223,133,205,27,8
B0K625,111,82,177,128,79,16,12
B0R0T1,233,115,169,114,130,36,19
B0RIH2,62,0,93,13,69,1,15
B0S1F7,50,59,130,64,54,6,15
B0S5D5,20,8,30,5,41,0,0
B0S6T2,746,528,1705,654,598,103,59
B0SPQ8,0,0,1,5,1,0,0
B0SRF0,8,4,4,0,2,0,4
B0UCL4,237,164,525,282,274,35,14
B0UPJ6,79,35,116,95,65,36,20
B0UWA7,216,148,204,232,176,41,31
B0UXP9,6,5,13,0,0,1,0
B0UXS1,40,76,57,66,74,6,7
B0X1V5,16,6,1,2,4,0,0
B0X4N1,0,0,0,0,2,0,0
B0XDC4,76,17,68,17,71,1,0
B0XN12,31,30,67,6,28,0,18
B0XT09,0,0,40,0,21,0,0
B0Y567,196,107,222,139,99,32,30
B0YBX0,288,240,834,249,446,49,32
B1AQJ2,14,19,34,18,25,0,5
B1AVH7,58,100,68,90,92,19,35
B1AZ99,47,28,130,11,17,3,0
B1H3D5,39,65,145,36,41,11,0
B1J0Q3,0,0,0,0,0,0,0
B1J4D7,101,20,90,55,93,7,2
B1J5W7,27,10,61,0,36,9,0
B1J606,0,0,20,0,0,0,7
B1JE82,1,2,18,0,12,7,0
B1JLQ5,55,32,97,61,57,14,0
B1LAW7,84,76,86,64,69,19,16
B1WBB4,44,2,38,28,24,6,1
B1WBP0,14,14,52,21,12,0,0
B1WC40,5,15,8,12,29,3,3
B1WQR5,0,0,0,0,0,0,0
B1XHY7,1318,1016,2569,1168,1070,204,153
B1XWR5,12,0,7,0,11,0,0
B1ZUS0,133,81,135,89,155,37,7
B2AE04,22,0,47,17,3,1,0
B2AWV6,0,0,8,0,0,0,0
B2DFG5,0,4,21,6,12,0,0
B2GEP6,14,45,86,15,42,6,4
B2GUS6,234,149,291,116,87,74,23
B2GUY0,51,13,3,7,45,5,6
B2HIL7,69,76,190,45,114,20,10
B2HLS4,19,7,12,15,50,5,2
B2IZP5,116,128,200,80,145,28,24
B2J3K2,151,95,404,209,193,26,40
B2RC85,48,74,149,0,38,7,0
B2RLV1,359,212,1270,295,412,87,29
B2RQC6,0,0,0,0,0,0,0
B2RS91,4,14,70,13,45,6,0
B2RU33,32,26,19,0,29,2,6
B2RW38,165,64,299,104,161,28,7
B2RX14,39,29,157,48,19,15,5
B2RXR6,213,82,136,90,154,30,20
B2RY56,379,217,440,172,263,45,12
B2RYG6,102,71,64,68,88,13,6
B2RZ50,11,0,13,6,18,1,0
B2TLZ8,42,41,59,55,63,8,2
B2TMY2,0,2,4,2,1,2,0
B2TZL3,3,30,46,20,5,0,0
B2UQG6,609,377,949,621,411,108,88
