Entry,oann_c1,oann_c2,oann_c3,oann_c6,oann_c7,oann_c8,oann_d1,oann_d3,oann_d6,oann_d7,oann_d8
Q5I0I5,43,32,27,72,27,28,29,35,13,25,28
Q5I0I9,24,22,3,68,41,9,35,14,75,6,17
Q5I0M0,50,83,29,133,118,83,161,27,234,64,91
Q5I0R4,9,6,7,25,50,34,12,1,4,13,31
Q5I0S8,107,143,33,136,124,48,120,76,24,77,66
Q5I4F9,14,22,44,27,47,31,34,31,6,24,35
Q5I597,181,91,83,105,163,101,410,172,136,107,129
Q5IGR8,13,9,2,36,13,13,7,14,28,41,12
Q5IS41,17,4,1,12,10,8,3,5,11,2,2
Q5IS75,0,0,0,3,2,0,3,2,0,7,0
Q5IS79,63,13,16,12,32,31,5,3,6,24,27
Q5JI69,4,3,0,23,13,1,9,0,1,11,8
Q5JPE7,8,0,0,6,8,4,0,1,11,2,2
Q5JPI3,71,104,57,97,82,55,70,45,22,60,48
Q5JRC9,5,1,0,2,5,0,0,0,0,0,6
Q5JSL3,4,0,0,0,0,0,2,0,3,0,1
Q5JU00,94,207,58,178,155,73,175,81,19,50,158
Q5JU85,3,7,7,22,5,0,10,1,5,25,3
Q5JVF3,104,117,68,213,213,70,121,114,19,183,137
Q5JVL4,62,301,20,51,57,24,150,75,73,107,36
Q5JWR5,377,230,219,482,359,204,315,288,142,284,198
Q5JXC2,11,5,9,6,0,4,4,0,2,0,3
Q5JZY3,10,6,3,13,10,9,7,2,91,5,8
Q5K2P8,0,0,2,0,0,3,2,0,1,0,2
Q5K651,0,0,0,9,1,0,0,3,3,13,2
Q5KQT7,13,18,19,95,12,46,172,25,56,125,27
Q5KY48,3,1,0,5,6,0,0,0,0,0,0
Q5LJZ2,0,3,0,9,6,0,11,0,0,1,5
Q5M7D8,0,7,0,0,6,0,0,8,4,0,1
Q5M7K3,8,1,0,5,5,4,1,2,19,2,7
Q5M7K4,18,7,8,84,42,23,14,9,7,23,64
Q5M7M7,22,27,19,42,45,22,23,17,60,93,29
Q5M7N9,1604,2660,1130,2682,1848,1342,908,819,678,1735,1244
Q5M7R9,787,419,387,424,1283,392,654,284,217,462,348
Q5M7T4,22,11,14,35,47,17,28,10,13,37,17
Q5M7U6,73,43,1,103,70,46,12,3,7,5,57
Q5M7X9,184,253,168,261,253,184,179,235,83,214,184
Q5M7Z0,65,171,59,105,145,73,43,62,37,82,84
Q5M808,39,49,21,85,56,34,38,30,3,68,64
Q5M823,59,88,39,153,80,61,67,51,38,69,60
Q5M824,701,1069,752,1370,1036,658,800,1069,365,824,626
Q5M856,253,331,178,272,467,268,230,178,80,117,199
Q5M868,0,0,0,41,74,0,42,0,9,9,26
Q5M882,128,177,67,216,177,128,175,89,88,123,90
Q5M883,3,22,7,38,0,6,13,43,7,12,3
Q5M8G4,179,50,69,123,92,98,102,110,22,100,92
Q5M8S7,157,77,28,145,78,52,88,27,53,73,42
Q5M8V2,71,170,76,89,74,67,113,81,2,146,66
Q5M8W9,56,61,31,77,51,24,45,40,39,47,46
Q5M8Z0,0,2,11,2,7,3,2,9,2,6,6
Q5M939,15,3,0,37,35,10,12,10,8,9,7
Q5M954,85,105,28,60,67,133,45,85,36,61,89
Q5M9B7,551,1173,710,622,1489,959,831,1028,428,1834,593
Q5M9G0,0,0,0,0,0,2,1,0,0,7,0
Q5M9G6,0,3,7,0,0,5,0,0,0,0,1
Q5MAU8,5,5,61,15,8,19,4,0,2,0,3
Q5MB13,0,2,0,5,1,0,3,0,3,0,2
Q5MNV6,8,2,19,25,6,5,4,7,5,2,6
Q5MPA9,4,4,11,12,2,0,5,1,7,29,4
Q5NA18,4,4,6,3,6,4,3,0,0,0,2
Q5NC57,99,220,99,137,144,106,137,230,101,155,88
Q5NC83,31,63,7,84,109,70,68,65,7,114,76
Q5NDE7,143,165,147,236,134,174,99,135,86,184,88
Q5NDL3,44,25,28,224,191,100,42,9,2,98,129
Q5NU32,26,34,22,63,43,22,26,33,15,39,33
Q5NVB5,429,777,413,663,666,524,603,876,519,429,515
Q5NVD0,273,290,129,261,226,135,290,134,134,159,168
Q5NVN7,17,31,13,60,63,9,37,7,9,16,17
Q5P203,288,235,71,393,262,231,434,137,314,297,171
Q5PNP1,0,0,0,0,0,0,0,0,0,6,0
Q5PP32,54,61,72,70,52,31,32,82,9,20,39
Q5PPI3,84,108,96,162,175,104,128,236,103,143,138
Q5PPS7,168,205,119,231,217,114,203,181,80,163,122
Q5PPU8,517,598,312,635,562,341,355,247,177,328,457
Q5PPV3,216,287,104,314,207,183,245,162,115,286,133
Q5PPX0,168,389,266,300,274,205,314,386,131,137,194
Q5PPX7,163,173,100,227,157,94,240,119,95,136,111
Q5PPZ5,57,24,23,70,50,22,108,75,15,66,53
Q5PPZ9,219,318,105,273,310,125,159,154,82,182,136
Q5PQ09,2,0,0,2,2,0,0,0,3,4,3
Q5PQ23,2,1,3,3,2,0,1,7,0,3,5
Q5PQ44,93,199,38,79,92,71,159,180,44,65,54
Q5PQ50,62,90,66,134,86,51,91,68,52,77,67
Q5PQ89,0,0,0,2,1,2,0,0,0,0,1
Q5PQA4,2,6,8,32,7,0,2,0,10,16,2
Q5PQJ9,63,40,15,97,131,66,68,36,32,62,74
Q5PQN0,2,8,10,86,3,2,0,3,39,0,4
Q5PQS0,73,103,0,81,32,48,83,0,30,21,35
Q5PQS7,13,8,10,16,20,10,8,5,0,6,10
Q5PQT2,11,5,2,11,10,3,0,5,7,5,6
Q5PQY6,80,120,55,200,160,98,134,62,472,100,85
Q5PQZ3,33,68,14,120,89,74,32,19,27,24,60
Q5PR00,126,202,35,140,108,58,133,43,74,117,74
Q5PR73,116,52,134,272,241,453,197,213,152,759,144
Q5PRC7,75,91,54,151,92,54,80,74,42,27,99
Q5PRE5,1,1,0,0,3,3,0,0,0,3,2
Q5PRF9,18,20,20,53,25,7,38,16,66,35,17
Q5PSV4,102,95,163,114,168,315,88,169,89,193,117
Q5PXE9,19,7,0,20,36,0,15,0,9,9,9
Q5PYH5,26,50,10,125,36,14,52,23,19,81,66
Q5Q995,994,1574,1161,1594,1542,1266,1407,1895,993,2570,829
Q5QD07,24,81,12,28,27,9,20,27,15,7,24
Q5QD08,57,4,32,180,55,43,41,31,57,93,43
Q5QD10,60,117,45,87,104,37,82,78,80,45,53
Q5QD12,98,89,50,216,97,59,48,113,104,33,45
Q5QD13,31,28,15,102,69,25,43,48,16,55,30
Q5QD15,0,0,0,0,0,5,0,0,3,0,1
Q5QD21,31,54,20,54,43,31,62,59,20,84,61
Q5QD24,15,10,2,5,14,7,17,7,11,0,10
Q5QE79,4,7,2,21,23,0,10,0,8,5,10
Q5QJ74,85,78,59,94,139,47,128,84,17,151,97
Q5QJC4,24,17,0,39,41,16,20,13,0,35,13
Q5QJE6,60,50,28,49,59,33,101,29,31,63,40
Q5QNI2,613,1819,562,979,1242,859,1170,539,644,1445,813
Q5QNQ6,970,717,348,1040,705,447,961,350,328,469,429
Q5QNQ9,9,2,0,30,14,17,3,0,4,10,19
Q5QT17,23,23,10,14,19,9,26,8,18,30,6
Q5R1S9,15,9,12,25,32,22,21,13,1,9,6
Q5R1W5,533,652,303,1138,804,497,506,449,487,566,441
Q5R2I8,718,997,893,1075,1729,860,1120,473,52,1306,781
Q5R412,19,24,43,13,11,11,5,10,0,0,15
Q5R416,1770,2668,1229,2136,2667,1657,2931,1388,1199,2358,1448
Q5R422,4,0,2,12,7,0,1,0,7,6,5
Q5R481,938,1011,723,1425,1396,791,1031,726,552,874,885
Q5R493,401,784,295,719,432,486,519,330,489,349,349
Q5R4A0,241,356,267,224,368,174,293,273,63,138,239
Q5R4A6,1,4,0,7,0,0,0,0,0,0,2
Q5R4D4,65,26,19,148,82,38,88,44,82,107,49
Q5R4G2,136,166,29,664,179,93,530,200,360,466,330
Q5R4G6,384,491,221,569,488,261,470,353,320,341,343
Q5R4H4,4,12,5,21,14,22,12,4,9,26,19
Q5R4J5,150,177,85,166,238,143,106,69,23,141,129
Q5R4K5,275,367,127,347,395,193,332,163,102,167,202
Q5R4L1,1,0,0,1,0,0,5,0,1,0,0
Q5R4M0,36,0,0,0,0,0,18,9,0,0,0
Q5R4M2,87,80,71,86,132,52,109,109,14,66,55
Q5R4M8,168,176,55,330,180,237,178,129,213,372,92
Q5R4Q3,393,678,470,543,499,282,564,513,387,206,287
Q5R4R2,184,303,102,200,131,109,204,203,106,83,88
Q5R4R3,15,19,7,27,40,4,21,2,2,25,33
Q5R4R7,75,104,52,197,209,95,114,97,45,180,169
Q5R4T3,540,895,327,769,697,334,643,516,326,460,434
Q5R4U9,290,429,241,353,310,179,526,298,221,371,224
Q5R4V3,655,694,452,1093,859,584,560,392,496,889,418
Q5R4V4,15,20,12,45,22,7,22,4,23,33,8
Q5R4X0,38,29,33,69,48,78,51,120,33,37,16
Q5R513,6,4,0,23,10,0,5,8,31,0,8
Q5R546,1144,2633,726,1960,1457,1304,3084,1750,1963,2732,995
Q5R573,353,577,268,529,708,335,334,439,321,493,407
Q5R579,56,57,24,109,57,44,52,54,87,125,32
Q5R5D2,326,539,243,480,414,207,222,95,67,177,281
Q5R5D8,47,33,67,34,73,32,40,36,10,8,16
Q5R5H1,0,0,1,307,6,0,2,0,316,0,0
Q5R5J6,0,0,0,11,10,0,0,0,4,0,0
Q5R5K4,186,237,138,260,174,124,227,242,151,171,120
Q5R5L3,16,32,6,33,37,23,32,10,11,44,26
Q5R5L7,12,25,14,47,25,1,43,35,47,129,16
Q5R5M0,830,815,551,782,912,408,713,598,481,947,592
Q5R5M4,4,2,0,2,2,0,2,0,4,0,0
Q5R5M5,43,17,27,49,42,22,19,16,1,19,39
Q5R5N8,81,50,44,196,72,53,71,35,19,73,41
Q5R5P3,29,20,13,38,26,18,29,28,9,18,28
Q5R5R2,570,470,459,555,696,372,480,344,102,266,468
Q5R5R4,135,223,140,194,202,99,188,179,71,243,147
Q5R5S4,1,2,3,2,0,1,1,5,9,13,0
Q5R5T1,8,7,18,33,27,23,8,18,7,18,14
Q5R5U1,942,1138,260,927,1185,738,886,398,369,1173,620
Q5R5U3,316,452,362,641,748,471,679,494,653,888,442
Q5R5W0,966,1100,678,912,1318,660,789,650,162,774,665
Q5R5W2,1368,1092,618,918,1653,957,1456,938,665,1015,836
Q5R5X0,278,219,121,659,509,187,244,90,138,239,254
Q5R5X8,0,1,2,3,5,0,0,0,0,0,2
Q5R5X9,221,142,51,320,489,252,624,59,1009,439,246
Q5R5Z5,385,480,332,624,389,244,617,483,351,290,224
Q5R613,721,1073,697,1044,1004,481,897,706,332,518,635
Q5R614,8,5,0,7,2,3,16,0,1,1,8
Q5R621,92,112,71,163,104,21,123,45,17,46,54
Q5R634,45,61,12,50,9,7,47,37,7,7,15
Q5R652,0,0,0,5,7,0,0,0,0,0,3
Q5R6J1,1426,738,845,1684,1092,821,979,435,335,1105,756
Q5R6J3,392,385,165,513,414,169,314,153,125,134,251
Q5R6K5,913,1165,630,737,1124,918,922,676,386,580,781
Q5R6L8,0,0,0,0,0,0,0,0,0,6,3
Q5R6P6,26,42,38,71,101,32,38,63,38,202,35
Q5R6Q2,166,344,201,491,366,260,281,334,364,348,208
Q5R6Q7,21,27,39,51,22,12,36,38,8,55,28
Q5R6S2,48,49,30,104,11,8,36,26,9,23,5
Q5R6Y0,50,53,8,99,65,44,59,33,19,84,53
Q5R733,184,121,89,348,102,22,231,55,97,65,48
Q5R739,83,82,70,119,105,73,117,82,37,112,64
Q5R746,0,0,0,0,0,0,0,0,0,3,0
Q5R754,261,269,157,375,301,152,360,243,127,206,166
Q5R778,65,45,21,55,64,48,100,51,21,61,47
Q5R787,32,55,7,61,82,22,33,19,0,73,34
Q5R789,3,1,0,2,0,5,0,0,0,0,4
Q5R796,28,42,15,20,29,16,28,50,17,54,13
Q5R7A2,106,113,36,156,131,51,115,55,34,97,94
Q5R7B8,208,558,247,344,251,103,232,366,76,282,120
Q5R7G6,3,3,0,2,5,0,0,0,0,0,0
Q5R7H0,318,161,122,537,372,165,370,110,199,403,290
Q5R7J6,71,75,33,180,71,52,104,110,69,187,46
Q5R7J8,584,1607,937,1105,997,493,1047,1575,593,1550,537
Q5R7K9,4,9,0,19,4,4,1,4,1,10,3
Q5R7L8,239,494,237,380,357,164,457,321,259,206,227
Q5R7P7,128,217,88,203,152,79,155,156,87,157,139
Q5R7R9,106,128,55,180,140,64,192,51,54,83,104
Q5R7X9,0,0,0,5,3,0,0,3,4,5,4
Q5R7Y0,0,0,0,0,0,0,0,0,0,17,0
Q5R833,23,54,42,106,36,29,41,43,36,154,35
Q5R834,43,39,30,77,32,28,64,37,105,48,32
Q5R839,6,2,2,13,2,14,0,0,4,0,1
Q5R868,17,49,63,58,102,64,30,47,8,106,39
Q5R869,527,612,242,551,497,332,430,252,292,582,234
Q5R899,6,8,2,42,14,4,14,12,8,13,7
Q5R8C0,110,38,12,21,93,33,105,17,6,43,46
Q5R8D0,1040,1375,651,893,854,675,701,446,214,509,441
Q5R8F1,41,31,5,56,41,21,18,21,39,59,18
Q5R8G5,386,467,428,694,895,490,230,300,137,163,839
Q5R8H3,13,16,0,82,45,27,13,1,3,4,46
Q5R8P5,3,0,0,2,0,0,0,0,0,0,0
Q5R8Q7,202,119,73,188,21,45,75,56,21,0,96
Q5R8W6,852,397,401,1438,1234,333,539,183,78,352,789
Q5R8X1,51,113,26,229,80,39,55,13,58,49,48
Q5R8Y3,47,67,57,113,101,52,53,73,39,99,56
Q5R8Z6,162,266,84,244,178,133,158,72,51,247,158
Q5R8Z8,1212,1279,730,2039,1415,921,992,829,744,1626,842
Q5R903,17,13,7,73,13,9,2,0,6,22,8
Q5R921,39,30,15,88,43,15,39,12,42,49,30
Q5R930,252,345,157,230,325,192,433,199,353,221,157
Q5R939,98,149,67,244,214,115,114,120,91,107,115
Q5R941,397,919,244,572,558,410,488,240,330,436,370
Q5R947,10,0,8,32,13,9,9,2,4,25,5
Q5R952,25,33,23,83,17,51,28,23,14,28,23
Q5R971,35,22,16,71,42,26,5,14,32,36,13
Q5R991,22,12,15,44,44,23,23,14,14,40,20
Q5R9B3,604,702,321,980,760,352,552,403,173,462,423
Q5R9C4,0,0,0,0,0,0,0,0,0,5,1
Q5R9C9,358,911,417,1503,757,560,608,967,992,705,551
Q5R9F0,43,47,37,50,3,5,83,31,11,7,11
Q5R9I6,0,8,0,9,1,5,3,9,16,41,8
Q5R9K8,219,290,188,208,333,140,311,170,70,314,160
Q5R9R1,87,171,113,177,188,100,81,190,59,32,109
Q5R9S8,6,9,5,15,13,0,4,1,0,0,11
Q5R9T9,389,937,346,556,727,387,284,271,29,218,523
Q5R9U9,14,13,18,52,30,0,10,7,14,13,11
Q5R9W6,395,403,135,516,380,278,266,197,122,377,227
Q5R9W8,19,0,20,4,40,16,49,19,3,1,28
Q5R9Y1,283,347,71,430,362,184,366,69,52,333,137
Q5RA03,157,191,137,325,195,154,157,110,64,331,158
Q5RA07,0,0,0,18,0,0,0,0,16,0,10
Q5RA22,12,19,4,40,24,8,13,2,6,24,14
Q5RA42,23,33,16,71,26,19,25,22,40,84,23
Q5RA50,7,5,0,19,15,4,15,0,45,22,12
Q5RA75,0,0,0,0,16,2,0,0,0,26,14
Q5RA77,737,1148,616,1255,1228,923,1002,720,825,1108,773
Q5RA81,162,232,114,262,128,109,170,112,193,172,125
Q5RA91,144,242,115,147,152,142,214,128,27,84,119
Q5RA96,1,1,0,3,0,0,0,0,0,1,1
Q5RAF3,423,354,212,577,591,335,495,336,232,539,307
Q5RAG2,0,0,0,1,0,2,0,0,0,5,2
Q5RAG3,0,1,6,11,18,3,0,5,0,0,4
Q5RAG8,6,3,3,7,13,7,8,0,4,9,1
Q5RAK6,12,2,1,32,13,1,15,0,6,9,8
Q5RAK8,33,1362,44,85,29,62,39,258,19,19,71
Q5RAL9,20,36,11,47,23,25,13,17,24,35,25
Q5RAM3,3,2,2,0,0,0,0,0,2,0,0
Q5RAR0,6,5,0,10,38,6,15,0,1,10,4
Q5RAS0,1,1,3,9,9,6,0,2,4,7,18
Q5RAS1,13,13,4,74,20,3,8,7,8,8,30
Q5RAS6,802,1858,1076,1385,1579,1925,1499,3008,1316,2201,1328
Q5RAS8,72,119,55,73,72,26,86,76,18,58,17
Q5RAT5,8,9,0,13,6,1,3,2,12,14,5
Q5RAY1,0,0,0,0,0,6,0,0,2,14,3
Q5RAZ9,1197,2224,1232,1025,1885,1911,1829,2188,1350,4564,845
Q5RB07,145,150,148,134,269,149,93,120,6,159,231
Q5RB31,738,1173,639,1374,1644,930,1814,1604,1168,2039,512
Q5RB36,0,0,0,2,5,0,2,0,0,0,0
Q5RB75,137,203,113,297,206,115,143,226,48,185,127
Q5RB83,392,526,205,316,258,54,112,57,120,67,88
Q5RB85,0,22,0,1,13,4,6,0,1,0,11
Q5RBA4,460,342,318,339,251,235,159,156,84,92,114
Q5RBB1,41,27,15,101,86,41,29,22,18,16,56
Q5RBD3,26,32,11,40,33,2,28,19,4,6,14
Q5RBG4,16,23,11,63,39,15,13,12,26,34,14
Q5RBH9,381,405,281,466,634,274,347,297,207,165,274
Q5RBL0,0,0,8,5,0,1,0,0,0,2,4
Q5RBL6,83,112,64,235,141,48,181,96,86,110,89
Q5RBN8,292,281,156,443,354,213,337,169,99,340,194
Q5RBN9,124,204,241,298,213,165,138,238,60,82,220
Q5RBP4,396,681,316,1098,504,472,319,559,533,1068,307
Q5RBP6,130,275,481,230,189,72,20,176,1,30,110
Q5RBQ4,0,326,52,236,245,107,0,89,43,100,114
Q5RBR6,125,154,129,347,105,100,100,20,7,56,104
Q5RBR8,391,619,289,804,562,382,472,369,298,535,318
Q5RBS5,3,7,0,10,5,12,1,0,1,3,9
Q5RBT2,312,513,504,586,565,255,329,398,85,190,345
Q5RBW6,393,311,47,609,237,169,476,251,281,463,244
Q5RBW9,11,7,0,21,11,6,2,0,4,0,0
Q5RBY6,0,0,6,1,37,7,0,0,0,3,17
Q5RC04,4,4,0,31,35,11,14,5,13,29,21
Q5RC31,71,76,54,68,99,32,175,92,51,81,29
Q5RC43,1,8,8,21,13,0,3,10,7,0,10
Q5RC69,24,53,43,57,31,36,43,59,5,33,33
Q5RC70,70,36,33,148,106,75,121,27,58,45,72
Q5RC74,30,41,27,112,39,7,81,4,45,68,29
Q5RC80,5278,4573,3031,9688,7167,2697,4316,2953,808,1353,5899
Q5RC90,168,137,73,216,157,129,223,108,95,214,104
Q5RC94,1971,2472,959,2556,3085,2026,2831,1799,1790,3067,1391
Q5RCC4,6,0,0,0,0,0,11,4,2,2,0
Q5RCC7,324,420,235,216,321,165,276,277,76,213,197
Q5RCF3,426,609,283,773,674,431,633,441,451,617,431
Q5RCG9,72,45,46,96,101,46,103,82,42,97,48
Q5RCI5,4,8,2,1,8,3,4,0,0,0,4
Q5RCM2,26,35,25,28,49,27,26,27,5,28,21
Q5RCM6,7,5,7,8,4,1,2,0,0,7,4
Q5RCN6,17,5,8,26,21,10,3,7,11,1,17
Q5RCP3,224,317,176,355,417,247,265,223,110,281,269
Q5RCY5,3,0,3,14,4,2,9,4,1,0,1
Q5RD07,95,126,33,121,101,126,145,81,73,129,88
Q5RD26,953,1005,717,1820,1479,496,724,528,121,0,1078
Q5RD56,0,0,0,0,0,2,0,0,0,15,0
Q5RD58,0,0,0,0,0,0,0,0,0,6,0
Q5RD73,56,129,126,251,147,73,65,147,71,75,73
Q5RD86,240,448,276,561,495,353,272,329,230,836,267
Q5RDB5,14,8,12,39,40,15,22,6,8,15,6
Q5RDC1,13,10,1,16,5,6,27,5,9,35,14
Q5RDC7,119,100,69,133,222,48,84,63,24,68,101
Q5RDD7,57,66,60,214,69,37,70,106,34,210,44
Q5RDD8,184,69,122,391,233,87,176,65,294,67,195
Q5RDE7,754,773,250,612,839,319,547,237,352,476,302
Q5RDG3,320,231,232,486,357,194,376,225,218,316,239
Q5RDN3,126,226,107,259,318,180,107,133,39,76,275
Q5RDN7,275,446,291,438,313,154,319,362,156,347,164
Q5RDQ2,112,107,44,309,164,58,135,106,124,327,84
Q5RDQ8,8,3,6,24,24,2,1,0,0,14,9
Q5RDU7,547,1003,799,1062,1073,521,714,950,476,868,586
Q5RDW1,149,191,75,218,155,104,165,85,326,110,124
Q5RDW9,300,526,304,342,228,95,225,191,143,22,73
Q5RDY4,1,1,0,5,0,3,2,3,18,4,2
Q5RDY7,45,32,14,110,105,17,40,4,6,20,36
Q5RDZ2,76,226,84,116,76,85,103,78,60,69,67
Q5RE08,47,10,39,37,49,10,46,37,18,7,34
Q5RE15,385,350,290,511,535,323,836,460,362,448,368
Q5RE33,137,123,55,266,158,84,182,73,99,267,56
Q5RE52,71,23,50,53,19,16,33,25,7,11,21
Q5RE70,57,8,6,52,58,13,29,13,29,22,36
Q5RE88,4,4,0,3,0,3,4,9,13,13,3
Q5RED8,1,1,0,2,0,0,0,0,0,0,0
Q5REL1,0,0,0,0,7,0,0,0,4,0,0
Q5REL6,41,30,33,131,51,20,6,43,43,74,11
Q5REN2,57,92,50,89,57,68,147,78,77,66,59
Q5REP9,9,1,0,13,3,7,3,0,7,2,5
Q5REQ8,0,2,0,8,0,1,1,0,0,0,0
Q5RET0,0,0,0,0,0,0,0,0,0,0,0
Q5RET6,120,334,270,266,434,172,244,288,51,156,176
Q5REU4,1008,1636,990,2592,2030,1205,2659,2072,1730,2943,1218
Q5REV9,1266,3112,479,882,1586,1032,1045,391,1108,510,1231
Q5REW1,198,246,140,382,243,209,271,170,407,290,219
Q5REW9,127,79,38,226,86,36,97,45,50,132,77
Q5REY7,9,15,16,23,16,0,34,3,4,10,18
Q5REY8,22,13,0,15,15,22,17,12,5,18,16
Q5RF07,1004,2149,709,1420,1580,723,1303,773,745,1135,587
Q5RF40,0,0,0,1,2,0,5,0,0,0,1
Q5RF60,28,21,23,55,22,7,35,16,44,35,18
Q5RF65,72,140,54,133,106,94,91,94,50,131,55
Q5RF73,338,366,241,445,384,178,326,199,113,329,229
Q5RF77,5,9,0,16,42,13,1,5,0,0,11
Q5RF84,43,53,16,49,67,35,75,52,38,49,30
Q5RF87,415,498,268,651,755,402,576,334,340,696,336
Q5RFD0,22,56,27,76,61,34,47,11,10,22,29
Q5RFE6,14,12,9,15,17,5,8,7,0,12,15
Q5RFF7,185,252,95,256,197,127,162,81,84,171,148
Q5RFG2,42,126,182,139,80,77,115,149,33,39,57
Q5RFI2,450,403,312,682,647,346,529,515,470,906,419
Q5RFI8,7,20,24,23,11,30,14,33,0,3,14
Q5RFK5,522,908,203,418,353,166,181,62,62,159,150
Q5RFN3,96,90,57,181,93,82,57,34,12,80,45
Q5RFQ0,266,316,294,327,407,206,378,357,58,123,262
Q5RFQ3,139,142,187,240,145,82,62,84,27,6,115
Q5RFQ6,114,202,127,167,90,125,55,31,39,8,83
Q5RFR7,15,64,18,46,47,25,33,19,6,55,20
Q5RFR8,29,52,23,73,41,37,101,67,46,93,39
Q5RFT1,77,63,61,163,112,45,49,52,20,40,77
Q5RFT7,11,3,4,17,24,22,12,5,0,15,11
Q5RG45,0,3,0,8,0,10,0,0,0,0,0
Q5RG82,114,106,35,101,151,59,101,47,24,92,75
Q5RGA4,1,1,0,3,0,0,1,0,0,0,0
Q5RGE6,6,0,0,16,14,0,2,1,3,4,5
Q5RGJ8,154,182,78,177,184,56,115,54,114,91,91
Q5RGT6,18,147,74,249,51,31,32,60,16,37,39
Q5RGU1,234,167,56,182,325,106,157,34,33,65,121
Q5RGV1,31,25,11,62,13,16,63,24,55,43,30
Q5RH71,34,52,4,62,59,24,136,81,164,122,36
Q5RHH4,19,5,0,46,30,8,20,9,9,20,29
Q5RHP9,435,555,153,555,604,285,820,421,305,799,336
Q5RHR6,701,402,186,899,466,129,936,232,86,207,284
Q5RI75,398,401,235,781,565,224,447,286,249,560,212
Q5RIC0,54,22,12,77,59,34,42,25,33,33,40
Q5RID7,15,1,4,5,8,6,4,16,12,18,10
Q5RJA1,288,85,368,884,896,361,453,398,713,218,452
Q5RJF7,4,1,0,5,5,0,1,2,6,8,10
Q5RJI4,35,48,0,73,100,67,144,27,20,39,37
Q5RJU3,495,1089,441,1039,841,553,671,738,555,690,436
Q5RJZ1,313,221,162,241,154,72,189,89,17,35,151
Q5RK00,130,28,19,160,172,39,133,19,22,9,85
Q5RKG1,0,1,0,0,4,4,0,0,0,4,4
Q5RKI1,3425,5872,3126,5022,4701,2949,5973,5297,3314,8483,2371
Q5RKJ1,257,379,349,465,540,337,339,418,157,399,267
Q5RKZ7,152,316,115,374,342,159,112,148,45,101,152
Q5S003,0,1,0,1,0,0,0,0,1,8,1
Q5S006,240,204,128,330,226,138,154,192,78,167,186
Q5S007,953,820,513,1402,1296,480,822,327,159,619,829
Q5S1U6,873,1345,799,1692,1170,900,1612,1661,1633,1084,798
Q5SF07,58,38,43,96,135,103,376,142,338,129,155
Q5SNQ7,177,174,126,207,193,108,134,89,36,56,153
Q5SPC5,263,170,121,606,405,171,212,113,112,402,240
Q5SPH9,91,187,42,146,114,38,105,24,29,59,81
Q5SPL2,183,193,133,308,330,140,214,84,59,170,155
Q5SPP5,322,453,290,625,522,330,351,365,190,516,337
Q5SPX1,109,323,92,148,152,104,169,134,82,57,120
Q5SQM0,23,13,11,47,65,25,22,32,11,21,25
Q5SRE5,82,28,25,134,72,70,57,23,10,82,63
Q5SRI9,41,71,12,42,55,22,36,27,3,42,14
Q5SRX1,0,6,1,33,5,6,19,4,28,0,5
Q5SSH7,70,20,14,125,83,28,45,11,12,126,65
Q5SSH8,240,251,100,321,143,92,251,123,209,213,82
Q5SSI6,11,3,0,12,2,0,9,9,0,0,1
Q5SSZ5,48,31,38,170,136,64,81,40,57,29,52
Q5SSZ7,143,163,168,283,308,155,404,215,146,129,213
Q5SUA5,126,0,0,93,150,35,18,0,0,79,61
Q5SUE8,41,57,33,77,58,31,30,30,12,46,37
Q5SUS0,76,186,63,121,118,86,158,195,84,73,109
Q5SUV2,59,94,0,159,55,57,333,55,109,150,16
Q5SUV5,5,0,0,4,0,0,4,0,0,0,10
Q5SV77,32,14,0,57,14,20,23,10,20,26,25
Q5SVL6,90,95,47,244,157,113,90,52,51,180,150
Q5SW19,6,7,3,5,2,0,0,6,22,27,5
Q5SW45,123,129,51,147,79,25,120,68,23,62,60
Q5SW96,271,232,110,415,300,185,201,135,138,326,126
Q5SWK7,19,14,18,68,29,11,21,13,16,45,14
Q5SXJ3,283,190,103,272,335,148,323,140,44,130,196
Q5SXM2,3,0,2,5,0,0,0,0,0,0,0
Q5SY80,24,6,7,11,5,11,11,0,0,0,2
Q5SYL1,1,1,1,6,4,6,1,5,3,4,1
Q5SYL3,227,143,76,415,426,272,132,65,33,109,386
Q5SZK8,26,11,4,40,34,17,14,0,0,22,32
Q5T011,240,284,194,597,392,203,225,162,64,311,218
Q5T089,208,575,140,330,545,155,301,236,95,187,310
Q5T0D9,592,973,367,872,787,472,676,624,679,753,425
Q5T1B0,206,412,153,248,264,181,481,269,98,201,175
Q5T1M5,54,23,19,102,73,23,44,23,23,94,51
Q5T1Q4,9,4,3,44,38,3,8,1,2,18,11
Q5T280,216,292,153,373,168,153,276,128,137,239,151
Q5T2S8,24,14,5,19,20,19,54,16,21,12,25
Q5T3U5,110,30,19,147,104,45,97,29,29,125,67
Q5T447,13,12,2,22,21,8,14,7,26,34,18
Q5T4S7,1607,2074,983,2645,2223,983,1754,1290,601,1212,1409
Q5T5N4,39,62,38,48,63,19,83,48,16,41,36
Q5T5U3,5,5,7,13,18,1,7,2,12,30,10
Q5T6F2,841,998,833,1521,932,786,985,978,706,668,796
Q5T6J7,71,51,31,137,87,55,57,41,41,141,49
Q5T6L9,26,27,7,50,66,26,20,12,4,5,18
Q5T7B8,201,234,46,98,51,109,221,125,6,93,81
