Entry,pstr_c3,pstr_c5,pstr_c7,pstr_c8,pstr_d3,pstr_d5,pstr_d7
B7K8R0,0,0,0,0,0,3,0
B7KDB8,0,0,0,0,0,14,0
B7PRF6,0,0,0,0,0,12,0
B7W114,0,0,114,0,1,2,8145
B7WFQ1,4527,6420,3781,14492,5475,6613,3883
B8A4W9,22,0,138,26,102,106,183
B8ARK7,252,359,194,234,193,264,70
B8AZX3,0,0,0,0,0,0,0
B8JMH0,77,91,99,140,117,80,35
B8PIG4,0,0,0,0,0,0,0
B8RJM0,61,219,70,93,64,46,0
B8UU51,100,8,142,55,212,756,24363
B8UU59,25,0,5,0,7,3,0
B8UU78,9802,14007,11702,16696,7989,11212,2555
B8V7Q1,5756,8693,5897,8901,5934,6885,3938
B8V7R6,23313,63187,17894,29369,23875,28760,1591
B8V7S0,8143,4930,6981,7077,10401,16818,9911
B8VIU6,3215,6309,3725,4552,2769,5729,9892
B8VIW9,6801,14388,9648,13493,8111,11798,9418
B8WI85,462,1348,770,213,849,2544,9608
B9DFR3,0,0,3,0,0,0,0
B9EHT4,601,670,472,820,653,477,327
B9EJX3,424,678,579,862,692,886,1134
B9FUF9,0,0,0,0,5,392,14
B9GCH9,350,2220,349,284,545,501,12
B9KLE8,467,417,1540,416,604,100,57
B9LIK3,14,4,3,0,6,0,0
B9U3F2,483,569,105,207,105,246,82
C0H690,366,145,7500,8990,1100,1802,6947
C0H906,804,1105,444,609,931,999,330
C0HAC0,1502,1609,549,1063,1588,1514,661
C0HK23,27,27,50,23,22,63,20
C0HK24,296,122,30,63,149,68,29
C0HK52,0,0,1,0,2,0,0
C0HKA1,0,0,0,14,0,0,0
C0HL13,1273,2071,1092,1423,1329,1405,1292
C0NKW7,0,0,0,0,6,0,0
C0Z887,60,7,0,16,16,22,24
C0ZW55,0,0,0,0,0,0,0
C1BYA3,405,659,472,646,565,509,332
C1C4R8,222,327,232,124,192,203,82
C1FXW9,8,9,3,0,14,8,0
C1KIZ0,29,15,11,51,25,23,8
C1KIZ4,506,2670,2071,2090,450,756,950
C3PK12,3,10,6,3,3,8,0
C3YFB4,1266,827,360,659,1140,844,649
C3YWU0,6428,14124,6223,6747,6685,12213,2501
C3YZ51,142,253,125,151,132,96,155
C3ZQF9,64,160,53,147,91,148,105
C3ZWH9,484,1148,697,1187,735,852,117
C4A0D9,574,373,205,300,703,329,103
C4R7Z3,196,712,570,420,231,292,139
C5D6E9,0,0,0,0,4,0,0
C5FHK0,0,0,0,0,3,0,0
C5FP68,96,125,33,46,83,91,28
C5IAW9,1261,889,585,891,1045,816,1167
C6A382,0,0,0,0,1,3,0
C6FG12,1594,3748,2226,1322,1685,2207,1109
C6KI62,0,0,0,0,0,0,0
C7B178,0,0,0,0,10,177,4
C7G3A0,60,246,68,146,152,121,21
C7Z8P6,0,5,0,11,1,11,0
C8YR32,326,850,490,178,224,402,387
C9D7C2,1525,3194,973,2054,1795,2052,1006
C9J069,206,181,94,63,143,144,182
C9JJ37,94,152,108,93,64,100,16
D2CLZ9,39,73,44,28,117,50,33
D2GXS7,76,345,76,118,108,160,51
D2HD32,4,9,0,0,2,0,0
D2HKB0,452,437,329,424,397,377,239
D2HNW6,226,422,124,150,302,220,172
D2IYS2,204,938,257,417,435,566,337
D2KQB0,49,116,52,99,142,106,154
D2XV59,589,285,235,396,387,280,215
D2Z027,0,0,0,0,0,0,0
D3RPB9,0,0,0,0,0,7,0
D3YVL2,303,466,285,445,401,397,71
D3YXG0,3142,8141,945,1960,1985,2323,461
D3YXS5,3568,3571,1946,2830,4434,3601,3977
D3YY23,0,0,0,0,0,0,0
D3Z3C6,751,1168,658,1135,842,1064,720
D3Z5L6,197,41,9,63,131,42,43
D3Z7P3,216,172,124,344,298,184,98
D3ZAT9,422,490,153,238,348,950,840
D3ZDK2,0,0,0,0,0,0,0
D3ZGQ5,440,319,208,431,377,212,301
D3ZN43,351,627,360,662,343,391,124
D3ZQG6,10,21,4,19,16,15,6
D3ZR10,486,592,312,317,500,548,569
D3ZSP7,1276,2228,655,912,1130,1911,618
D3ZTQ1,2998,2260,726,1717,3330,2732,3631
D3ZTX0,159,338,322,235,452,445,282
D3ZUQ0,440,673,441,434,460,613,1283
D3ZV31,1831,1658,955,1851,596,1373,301
D3ZVM4,84,337,60,78,77,195,87
D4A055,156,236,73,104,127,121,64
D4A2K4,53,11,4,44,3,2,0
D4A4D7,17,8,0,3,7,8,0
D4A734,5,0,0,0,8,0,0
D4A7C0,122,193,143,208,161,179,59
D4A8G9,1,3,2,2,0,5,11
D4ACN8,171,691,181,340,303,582,90
D4ACP2,172,311,151,313,212,180,90
D4AUF1,0,0,0,0,18,0,0
D4AYW0,0,0,0,0,4,63,0
D4B2L8,0,0,0,0,1,16,0
D4B2Q8,11,8,0,5,4,7,0
D5JWB3,0,0,0,0,0,8,0
D6REC4,383,499,221,340,415,400,506
D6Z995,346,139,196,117,274,129,98
D8VNT0,27,0,222,8,98,163,370
D9HP26,10221,15443,9543,11382,13572,17975,10381
D9HP27,5,0,0,0,0,0,0
D9IQ16,4967,12305,8520,7033,8194,12975,14794
E1BB03,120,57,157,127,109,24,4
E1BPK6,0,0,0,0,1,0,0
E1BYJ2,4,4,0,0,3,5,0
E1BZ85,15,3,0,0,0,8,0
E1C231,598,776,386,573,504,664,255
E1C2Z0,86,130,118,176,177,136,26
E1C760,552,441,335,674,386,299,341
E1C7T6,177,184,194,111,270,519,88
E1C8P7,2,8,1,12,3,11,0
E1CHH8,24,15,6,12,3,5,4
E2JA28,566,1338,529,1492,668,751,287
E2JA31,443,298,1633,456,255,62,15
E2QTD3,479,973,431,692,637,637,263
E2QWQ2,2471,1385,883,1238,1135,1253,1636
E2QY99,961,1596,897,1239,803,1131,585
E2R1I5,8,11,0,0,10,5,7
E2RDZ6,208,310,95,153,123,244,78
E4NKF8,0,0,0,0,0,2,0
E5KCJ8,0,0,0,0,0,9,0
E5R4J3,0,0,0,0,0,0,0
E5RJM6,0,0,2,0,0,0,0
E5RQL4,136,208,119,190,191,222,44
E7E2N8,119,464,301,263,369,352,176
E7EYQ9,31,41,38,57,49,43,47
E7F0Z8,3,0,4,8,3,0,3
E7F1U2,955,1563,825,880,678,983,365
E7F4Z4,386,542,227,520,423,540,448
E7F6F9,233,510,307,555,472,359,148
E7F7V7,117,336,212,163,124,302,783
E7FAM5,2103,4427,1286,2551,2177,2869,460
E7FBU4,0,13,7,0,9,1,0
E7FCP8,83,103,17,37,93,47,85
E7FDB3,1644,1539,1172,1911,2057,1672,745
E9PV86,60,26,96,69,64,4,11
E9PVA8,3120,3491,1882,2999,2558,3229,1654
E9PVD1,366,336,247,429,375,328,47
E9PVD3,1345,3255,1100,2124,1694,1785,1022
E9PY46,0,0,4,6,1,1,0
E9PYK3,1641,1345,1087,1352,1071,1349,578
E9PZZ1,6,4,8,14,19,1,4
E9Q2Z1,33,19,10,37,13,36,43
E9Q309,41,20,14,3,7,36,1
E9Q4F7,251,1123,155,336,463,1408,1043
E9Q5F9,991,1808,730,1107,656,1005,239
E9Q634,1553,2082,1663,2124,1431,1602,1560
E9Q6P5,211,371,208,207,211,306,88
E9Q8T7,6,6,2,0,0,0,0
E9QAM5,1530,1958,851,1889,1327,1265,259
F1LZF0,38,3,0,39,3,8,3
F1M7Y5,1554,2058,1191,2019,1184,1561,623
F1M8G0,2,4,1,0,2,6,0
F1MAB7,2072,2273,1126,2176,1633,2075,1302
F1MNN4,1922,1470,569,1202,2779,1216,417
F1N476,97,256,458,183,136,264,184
F1NEA7,265,660,436,289,345,319,324
F1NPG5,105,385,221,292,155,193,22
F1NY98,797,1499,895,1197,947,971,1191
F1NZI4,551,1269,412,586,456,967,46
F1P963,185,673,418,333,386,565,88
F1PTE3,556,675,255,604,418,477,530
F1Q506,1153,737,1045,1077,1490,1136,2138
F1Q7H8,523,1187,473,666,485,773,401
F1QAM1,103,149,47,85,86,140,103
F1QB54,89518,131705,85304,78393,60130,92068,45495
F1QCY8,1355,2408,1502,1537,1077,1692,726
F1QFR9,9,11,0,10,3,1,0
F1QH17,1751,362,178,1028,167,307,105
F1QN74,5,12,13,0,3,0,0
F1QQC3,169,683,331,551,298,340,77
F1QWK4,390,625,217,433,404,427,330
F1QXM5,575,901,599,805,526,714,342
F1QY75,413,416,195,259,433,292,140
F1QZ15,246,449,566,244,248,231,73
F1R237,33,1,5,0,4,15,0
F1R332,411,342,151,298,287,262,287
F1R4C4,326,484,390,580,310,430,124
F1R4Y7,1015,1381,626,1357,830,1082,568
F1R6N4,449,413,357,286,475,383,281
F1RA39,402,561,352,352,249,262,235
F1RWC3,757,2117,1111,1641,823,1452,692
F1S5L4,55,143,47,32,80,118,62
F1SYG6,53,427,57,323,77,386,25
F4HQD4,0,0,0,0,0,6,0
F4HRJ4,0,5,16,19,0,0,0
F4HVZ5,0,0,0,3,0,0,0
F4HWY6,0,0,0,0,0,13,0
F4HYF3,75,84,49,52,79,48,6
F4I0P8,0,0,0,0,0,16,0
F4I2J8,0,0,0,0,0,17,0
F4I594,0,202,82,500,0,139,30
F4IJV4,7,17,0,0,5,1,4
F4IPI4,0,0,0,0,0,8,0
F4IS56,66,51,3,31,41,46,4
F4IUG9,0,0,0,0,0,0,0
F4J1U4,0,4,0,0,15,414,8
F4J3G5,0,0,0,0,1,31,0
F4J8L3,0,0,0,0,0,0,0
F4JE35,0,0,0,0,0,9,0
F4JGP4,0,0,0,0,0,8,0
F4JLE5,152,156,81,23,84,125,235
F4JSE7,0,0,0,0,0,25,0
F4JSH1,0,0,0,0,0,5,0
F4JTP5,11,1,4,21,12,29,0
F4JZ24,0,0,0,0,0,1,0
F4KB17,10,14,0,0,15,8,2
F4KD68,296,484,490,207,383,215,186
F4KDN0,0,0,0,0,0,6,0
F4KF65,177,334,140,232,156,234,22
F4ZGF2,0,0,0,0,0,0,0
F5H4B4,394,599,278,441,491,650,729
F5HEZ4,6,78,8,14,6,99,4
F6H7K5,0,0,0,0,0,15,0
F6R2G2,0,4,2,15,0,5,0
F6VSS6,86,119,53,103,121,126,71
F6XBL2,644,680,279,568,540,625,805
F6YVB9,95,187,155,191,169,119,3
F7AQ22,156,316,205,266,182,162,83
F7B645,198,622,393,570,391,439,175
F8J2D3,2129,3535,3413,2692,2286,2107,965
F8S0Z7,0,0,0,0,4,1,15
F8W2M1,122,355,104,146,61,164,12
F9UNH3,0,0,0,0,0,0,0
G0S9J5,8,17,2,0,1,2,3
G3M4F8,299,391,229,242,240,348,178
G3MWR8,26,4,7,0,3,7,0
G3MZR2,2,8,0,3,0,4,0
G3UZ78,1636,899,363,642,1160,918,1219
G3V7J5,1,9,10,0,5,0,0
G3V7W1,1391,795,649,1007,1171,1309,2095
G3V9H8,5,0,2,9,10,0,0
G4WMX4,7,113,52,60,11,146,22
G5CTG2,0,0,0,0,3,0,0
G5E8F4,178,215,84,100,49,155,20
G5E8K5,333,632,248,358,464,468,418
G5EBF1,5,15,0,4,0,2,0
G5EBI4,726,1029,462,948,1413,804,123
G5EBX9,160,409,220,208,342,348,164
G5EC32,2,0,0,0,5,3,0
G5ECS8,0,0,0,0,0,4,0
G5ECY0,22,13,2,15,2,8,0
G5EFD5,0,0,0,0,0,2,4
G5EG78,10595,7589,8523,30193,16279,19580,8805
G5EGP8,0,0,0,0,0,1,0
G8HTB6,35810,119534,50356,50138,41613,45541,19889
H1AFJ5,214,457,187,568,258,652,1972
H2L0Q3,9,0,0,0,2,0,0
H2LRU7,584,381,137,516,344,283,419
H2QII6,1963,2627,1197,1319,1945,2080,1131
H3BCW1,129,163,269,274,160,216,153
H3BNL1,430,359,225,227,408,458,336
H3BPM6,36,60,38,70,70,62,13
H3ZPL1,149,260,122,279,139,199,116
H9BW96,3058,4946,2656,4477,3135,3837,3754
H9D1R1,182,216,136,140,210,259,207
H9JW43,1163,2594,3609,3940,1345,2632,1605
I0IUP3,432,896,625,272,468,937,442
I1K0K6,0,0,0,0,0,0,0
I3J7Q8,428,213,163,58,56,44,0
I3LM39,70,107,48,187,74,202,11
I3PB37,562,399,545,1571,450,950,612
I6LDA6,949,1458,673,1246,1150,975,462
I6YEE1,322,563,332,365,381,464,234
I7C6E8,139,240,74,48,91,121,52
J7GQ11,1338,3864,2141,804,2150,2681,1276
J7HCX7,0,0,0,112,0,0,0
K0E4E1,277,598,1169,293,1017,824,5383
K0J107,0,0,0,32,0,0,0
K7Z9Q9,177,127,132,37,119,150,128
K9NVA6,2904,1272,5159,2552,3143,338,290
L7HZV6,0,0,0,0,0,0,0
L7YAI7,272,336,128,242,351,231,39
L8AXV5,124,24,589,201,119,0,0
M0R8U1,15,13,13,7,4,8,3
M1BYJ7,0,0,0,0,0,47,24
M1C146,0,0,0,0,1,36,4
M9NDE3,83,203,64,111,49,290,389
O00160,24,1,26,2,9,8,7
O00180,262,293,127,328,181,253,298
O00222,55,137,65,111,103,101,197
O00233,0,0,0,0,4,0,0
O00237,330,807,401,766,359,728,454
O00291,30,86,131,4,11,40,9
O00303,413,515,532,374,421,427,344
O00329,58,15,10,22,11,19,19
O00339,48,101,216,29,82,287,147
O00370,4000,6149,3169,5240,4459,5315,2305
O00410,6,4,7,0,0,7,3
O00462,346,785,361,331,345,417,149
O00463,155,2,197,11,107,38,482
O00470,1946,2567,1898,2524,2388,2146,1174
O00471,415,783,376,761,533,675,308
O00534,2757,978,603,1521,635,694,2978
O00560,6988,6122,4164,7604,4639,6366,5529
O00571,5663,5490,2211,3059,3418,3880,1726
O00716,145,268,341,366,232,173,20
O00764,649,588,1187,717,630,227,94
O00767,95,258,73,122,75,29,25
O00782,0,0,2,27,0,0,0
O00909,8,8,0,0,1,0,0
O00937,0,0,0,0,0,0,0
O01358,0,0,0,0,1,0,0
O01359,0,0,0,0,0,0,0
O01427,0,0,5,0,0,0,0
O01635,96,110,91,69,225,236,702
O01725,39129,29135,28231,31637,31315,35239,11127
O01727,0,0,0,17,0,0,0
O01802,0,0,0,0,7,0,0
O02056,0,0,0,0,4,0,0
O02350,343,170,565,350,257,35,29
O02494,5,0,0,34,0,0,11
O02691,589,667,302,485,627,559,184
O02751,1596,3073,1223,2695,1329,2748,1426
O02767,0,0,0,0,0,6,0
O02769,5,10,4,0,6,8,12
O04204,0,0,0,0,0,0,0
O04287,540,1227,666,965,882,1079,259
O04469,229,485,204,461,229,394,71
O04616,0,0,0,0,0,22,0
O04619,383,432,233,271,486,426,120
O04714,2549,3271,1828,3423,2489,2499,1620
O04848,0,0,0,0,2,0,0
O04922,0,0,0,0,0,16,0
O05389,26,52,10,5,13,22,0
O05510,876,1075,470,452,1180,494,77
O07112,0,0,0,0,0,4,0
O08528,1278,2388,2203,5490,2078,1949,1057
O08585,973,2543,2141,4342,959,2742,575
O08590,137,468,156,185,134,316,87
O08600,1231,901,335,838,1079,931,353
O08623,4191,3368,2087,3527,1673,2772,2699
O08658,330,502,341,178,334,350,164
O08688,1438,2088,1573,1821,1965,1835,519
O08700,1363,1100,359,346,1721,3095,7116
O08710,0,12,0,0,1,0,0
O08722,336,273,477,548,330,279,899
O08740,329,480,152,391,450,413,78
O08755,304,558,340,481,237,314,61
O08785,233,281,437,1071,219,455,659
O08795,453,887,573,713,552,805,343
O08796,0,2,3,4,26,20,6
O08807,654,1397,947,1188,985,1847,1161
O08841,254,605,432,467,380,425,278
O08901,74,152,103,224,137,88,0
O08912,533,1450,619,860,638,753,378
O08934,269,659,295,395,206,241,96
O08984,298,629,476,353,476,485,70
O09118,28,36,24,16,29,28,21
O09131,3008,1589,688,2079,1352,1875,1357
O09452,11,2,75,65,10,0,6
O12944,207,111,91,107,244,95,41
O12947,91,179,124,156,189,122,43
O12977,2278,2728,1731,2645,1993,2579,1711
O13016,211,227,269,66,164,178,126
O13035,0,0,0,20,0,0,0
O13046,135,96,94,130,95,70,10
O13076,0,8,0,6,3,27,17
O13126,0,182,5,39,0,6,0
O13168,1420,3722,1779,2691,1932,2444,998
O13639,0,0,0,0,0,0,0
O13672,23,0,0,0,0,0,0
O13755,0,0,0,0,0,0,0
O13784,0,0,0,0,0,0,0
O13911,0,0,0,0,0,0,0
O13938,140,296,131,249,216,130,180
O14036,289,586,467,690,501,494,184
O14046,0,0,0,0,1,0,0
O14059,842,1404,708,1252,1180,1099,636
O14088,15,9,29,50,24,17,4
O14123,0,21,0,45,8,6,0
O14134,0,0,0,0,0,0,0
O14281,0,0,0,0,0,5,0
O14297,9,0,4,0,1,0,0
O14388,0,0,0,0,6,0,0
O14460,0,0,0,0,0,0,0
O14490,2053,2820,1223,1900,1477,1677,2173
O14522,18,37,12,62,14,36,114
O14543,0,0,0,1,1,0,0
O14562,0,0,0,0,0,6,8
O14649,108,571,287,539,152,430,110
O14653,267,377,347,320,311,382,82
O14662,966,1701,1002,1865,886,1054,456
O14672,8025,6413,6647,6936,9456,5826,3791
O14678,44,28,14,4,6,34,2
O14733,1382,2448,1409,1789,1533,1880,892
O14735,0,0,6,0,0,0,0
O14764,0,4,0,0,0,3,0
O14776,1374,1480,497,993,1604,1451,329
O14777,0,0,0,0,0,9,0
O14818,892,1518,863,1024,809,1186,404
O14901,2028,5194,1963,5340,2216,2465,1299
O14924,17,2,11,0,9,17,0
O14949,960,1739,1121,1290,1022,1300,821
O14974,4116,5251,2260,3087,3238,3226,2191
O14980,12,1,5,10,2,6,0
O14981,685,1114,572,778,787,777,284
O15034,1524,2637,654,1376,1155,1396,1366
O15040,371,344,300,468,264,365,86
O15042,4123,4681,1536,2975,4536,4422,2756
O15067,0,0,0,4,5,3,0
O15072,191,186,134,115,521,289,621
O15118,0,0,0,0,6,72,3
O15121,0,1,0,0,0,0,1
O15143,0,0,0,0,0,1,5
O15146,762,1047,604,1251,851,939,1154
O15162,5530,9103,5910,7916,5433,5702,2093
O15164,0,3,4,0,0,0,0
O15173,834,1329,658,1173,1134,1057,629
O15182,0,0,0,0,0,0,0
O15194,0,0,0,0,0,0,0
O15230,8,0,0,0,3,0,0
O15247,84,139,79,322,117,190,26
O15254,637,805,246,292,503,480,135
O15297,797,1017,474,1277,581,806,632
O15315,494,790,527,628,650,786,150
O15374,72,200,159,230,73,150,26
O15427,83,162,144,248,124,77,188
O15431,1152,495,227,195,244,451,993
O15438,9,12,3,8,2,10,0
O15439,454,779,152,281,694,235,591
O15440,0,0,0,0,0,0,0
O15442,488,385,214,315,346,427,125
O15484,46,30,14,65,60,45,4
O15522,908,302,900,727,1356,784,702
O15527,472,219,107,174,409,213,222
O15541,204,291,199,298,129,203,99
O15819,0,0,0,0,0,0,0
O15865,4,0,9,0,3,0,6
O15883,0,0,0,0,0,0,0
O15891,0,0,0,10,0,0,0
O15973,47,7,80,2,163,57,161
O15989,0,0,0,0,0,0,0
O16025,3912,8364,2967,5500,3173,4563,2891
O16087,0,0,0,0,0,0,0
O16115,0,6,8,0,0,0,0
O16118,3749,6700,3839,4707,3230,4135,2008
O16797,0,0,0,37,0,0,0
O16852,0,0,0,0,0,0,0
O17185,127,120,63,108,131,105,131
O17310,383,187,283,247,152,78,7
O17445,0,0,0,18,0,0,0
O17732,175,466,52,280,74,249,110
O17966,0,0,0,0,0,0,0
O18334,1451,2107,1200,1931,1388,1459,1012
O18405,3118,3571,2667,3911,3139,3605,3046
O18499,418,511,361,219,543,424,2096
O18638,73,239,56,158,142,147,45
O18728,4503,8479,7488,11701,5902,6825,4246
O18738,1168,1276,834,1517,884,1079,549
O18783,0,0,0,0,0,0,0
O18823,0,39,17,0,11,14,4
O18870,495,533,212,212,248,660,109
O18883,332,467,505,537,455,360,112
O18994,2379,3258,2436,3284,2908,3221,1970
O19012,370,838,804,902,396,555,256
O19037,45,47,65,71,46,38,58
O19048,2,1,1,0,2,1,1
O19071,569,887,371,807,720,777,409
O19072,377,486,455,405,430,496,149
O20252,0,0,1,8,0,0,0
O21241,0,2,0,0,0,17,0
O22431,0,0,0,0,0,0,0
O22478,0,0,0,0,0,0,0
O22558,0,0,0,0,0,7,0
O22870,200,165,754,211,283,49,39
O22922,0,0,0,0,0,0,0
O22943,199,338,163,237,104,175,80
O22969,0,4,1,9,0,7,0
O23095,0,0,5,0,0,2,0
O23140,0,0,0,0,0,0,0
O23184,3152,2364,809,3115,2228,4250,8094
O23255,0,0,0,0,0,0,0
O23290,0,0,0,0,0,0,0
O23735,0,0,0,0,0,6,0
O23755,0,0,0,0,3,0,0
O23791,0,0,0,0,0,0,0
O24163,0,0,0,0,0,5,0
O24303,0,0,0,0,0,5,0
O24415,0,0,0,0,7,0,0
O24456,0,0,0,0,0,0,0
O24521,0,2,0,4,1,0,0
O24573,0,0,0,0,0,0,0
O24661,0,0,0,0,2,0,0
O26757,0,0,0,0,0,0,0
O27132,0,0,0,0,0,0,0
O27555,9,0,0,0,0,0,0
O31186,74,0,6,113,21,7,7
O32264,57,207,29,161,103,188,5
O34598,9,56,55,0,36,51,0
O34678,606,922,294,508,801,708,380
O34812,5,19,50,7,17,0,0
O34918,42,0,78,12,28,39,19
O35075,461,616,308,735,611,505,177
O35094,398,463,212,202,402,368,199
O35114,1980,4190,2397,2830,2637,5322,3860
O35119,4226,783,287,1203,4125,7003,108
O35130,240,394,222,226,370,311,167
O35144,141,244,84,122,149,192,28
O35186,0,0,0,0,0,0,0
O35207,507,623,371,567,593,541,283
O35244,0,0,0,0,1,40,0
O35250,87,512,238,1005,146,511,148
O35276,575,1188,1052,1500,900,1382,1396
O35344,867,1223,511,745,880,1013,409
O35346,1483,2093,1109,1833,1408,1986,1619
O35382,5,8,4,4,3,0,0
O35403,441,185,59,561,528,239,43
O35409,2,4,6,0,8,10,0
O35449,305,428,263,235,139,315,157
O35450,0,0,0,31,0,0,0
O35453,1096,887,468,712,1338,699,480
O35459,577,744,597,565,671,669,347
O35465,482,623,395,563,292,477,254
O35474,19,4,3,37,5,6,10
O35491,4907,3792,900,2425,4964,4898,5453
O35509,1030,1169,465,842,592,829,236
O35516,0,0,0,0,2,3,0
O35547,3251,4639,2546,4421,3108,3549,1934
O35587,1469,2616,1606,1668,1149,2280,1090
O35594,1020,1256,787,763,956,1014,1715
O35595,13,6,9,5,1,9,0
O35678,571,1118,569,670,929,779,234
O35680,321,307,357,286,337,390,191
O35681,113,280,136,208,240,181,146
O35719,112,248,67,98,211,111,13
O35757,694,2082,1205,2420,728,1312,1544
O35790,136,504,207,565,279,433,102
O35817,604,468,387,555,643,434,264
O35900,755,1274,926,1080,820,954,217
O36966,0,0,0,0,0,0,0
O42097,887,269,1049,831,1631,695,1588
O42202,212,312,269,214,298,213,63
O42242,901,1658,1224,1577,1371,1514,338
O42249,35076,43284,37723,34058,22884,32596,16064
O42342,162,326,168,406,230,227,435
O42356,15,28,19,15,7,48,20
O42357,28,34,1,26,29,51,16
O42387,0,0,0,0,4,0,7
O42395,0,0,0,0,0,0,0
O42401,3,2,5,0,4,12,18
O42409,155,335,85,217,245,255,72
O42412,462,1552,699,1078,590,928,374
O42449,194,773,277,447,194,357,321
O42567,436,24,11,22,65,35,22
O42574,2187,4352,1697,2735,1797,2488,2924
O42587,1466,2203,1234,1924,1309,1649,1001
O42652,0,0,0,0,0,2,0
O42667,0,0,0,0,0,0,0
O42699,0,0,0,0,0,0,0
O42820,0,0,0,0,0,14,0
O42848,0,0,0,0,5,4,9
O42877,108,108,43,113,165,154,65
O42935,0,0,0,0,0,0,0
O42957,1428,1404,244,82,1217,973,225
O42984,0,0,0,0,1,0,0
O43150,8,8,5,0,11,9,6
O43257,161,178,125,164,157,158,43
O43290,1020,996,619,864,1052,734,751
O43301,0,0,576,6,0,0,126
O43314,0,3,3,12,3,6,3
O43325,0,0,0,0,0,11,0
O43347,4636,4916,2723,4291,5685,5217,2765
O43395,668,760,379,536,838,556,480
O43396,515,546,338,527,409,738,295
O43399,769,946,539,895,575,843,434
O43414,0,0,0,0,0,0,0
O43422,10,106,0,0,19,84,0
O43435,55,38,20,0,28,31,4
O43490,590,1285,266,580,899,648,188
O43497,11,2,13,0,8,7,0
O43541,2814,3869,1258,2365,2450,2221,1970
O43543,69,46,38,33,25,52,9
O43581,1192,1810,1018,1851,1857,1570,1046
O43586,404,707,333,460,346,455,93
O43602,624,1266,684,1188,544,718,255
O43660,0,0,0,0,0,0,0
O43663,6,12,3,8,7,2,0
O43704,9,32,0,32,11,26,62
O43707,1,5,2,1,0,4,3
O43709,313,354,221,227,399,293,99
O43765,920,1252,676,1329,871,1268,531
O43766,21,59,13,7,6,28,23
O43808,1791,1783,475,457,632,1001,911
O43822,250,577,259,858,217,419,115
O43826,234,302,176,127,328,325,83
O43854,0,0,0,2,2,0,0
O43897,116,165,7,42,73,70,59
O43938,0,0,0,0,6,7,13
O43992,0,0,0,0,0,0,0
O44001,0,0,10,36,0,7,0
O44006,18,15,68,8,4,6,0
O44252,946,1932,819,1063,1159,1074,224
O44783,2346,1453,879,1968,1622,2258,1959
O45734,0,0,0,0,0,4,0
O45870,286,252,293,366,285,283,151
O46160,17722,24823,19621,21625,12954,22283,4956
O46382,9,12,0,0,0,2,0
O46385,130,83,28,16,27,49,58
O46406,0,0,0,0,3,23,0
O46547,0,0,5,0,0,6,0
O46606,526,866,536,769,502,676,269
O46629,1405,1447,1122,1207,1633,1473,665
O47491,1600,1251,831,1728,164,709,111
O48557,0,0,0,0,0,11,0
O48649,0,0,0,0,3,23,0
O48650,0,6,2,0,26,391,10
O48802,0,0,0,0,0,8,0
O48916,0,0,0,0,0,5,0
O48921,374,242,747,501,326,55,20
O49347,0,0,0,0,1,33,0
O49447,31706,44501,23611,34292,25269,29123,9112
O49453,0,0,0,0,0,0,0
O49562,0,0,0,0,0,20,0
O49668,11,0,0,0,1,0,0
O49884,0,0,0,0,0,0,0
O49923,1647,2940,1510,1212,1419,2288,924
O49954,0,0,0,0,0,9,0
O50655,2174,1431,383,1330,1530,2162,333
O52402,19,0,4,0,0,0,0
O54694,206,273,203,821,151,115,11
O54747,387,832,312,393,577,343,104
O54774,1744,1704,1041,1628,1855,1417,1264
O54781,1244,1782,904,1595,1615,1227,816
O54788,304,705,519,465,378,512,185
O54873,0,0,0,0,1,16,0
O54879,1127,859,770,402,650,819,397
O54889,31,19,18,5,46,11,0
O54898,195,227,91,205,109,140,146
O54912,106,296,121,316,168,171,386
O54922,623,902,438,116,496,608,117
O54926,46,103,114,83,77,53,3
O54941,643,866,285,642,557,515,206
O54975,1025,2820,1126,1946,1295,1471,227
O54988,6246,2797,2116,3759,1618,1806,1849
O54992,211,256,115,169,205,159,33
O55044,251,275,136,90,240,314,165
O55060,92,118,126,120,134,107,9
O55125,807,897,674,491,734,698,300
O55164,367,639,396,678,470,460,42
O55201,89,76,36,30,38,35,58
O55225,20,3,5,6,0,7,0
O57314,652,1601,1324,1451,783,972,176
O57321,8343,17830,9035,13804,8406,10186,2431
O57382,616,1222,862,694,479,913,449
O57422,109,220,93,179,91,134,10
O57429,400,549,214,287,357,439,228
O57478,1951,3197,1300,903,1036,1223,430
O57483,0,0,5,0,0,2,0
O57592,58304,68728,70118,74905,37736,58814,23727
O57656,433,1020,236,803,565,654,106
O57683,7485,8780,2838,4225,7307,8181,7009
O58377,0,0,0,0,1,0,0
O59153,0,0,0,0,0,0,0
O59672,0,0,0,0,0,0,0
O59675,0,0,0,0,0,0,0
O59722,68,14,83,17,35,7,1
O59838,1,0,0,0,3,0,0
O59855,0,0,0,0,3,0,0
O59865,0,0,0,0,2,0,0
O59945,0,0,0,0,0,0,0
O59950,0,0,0,0,0,0,0
O60128,0,0,0,0,0,0,0
O60229,43,15,15,44,2,32,0
O60234,1354,1789,1430,2000,1189,1597,376
O60237,421,919,412,816,392,413,231
O60260,1441,1592,802,1623,888,1176,238
O60264,1620,1505,996,1275,1023,1356,1191
O60271,1666,2895,1400,2552,1336,1882,777
