Entry,cnat_c2,cnat_c3,cnat_c4,cnat_c6,cnat_c8,cnat_d2,cnat_d3,cnat_d4,cnat_d6,cnat_d8
A7S3J7,12535,16637,9709,9769,35306,12212,17516,9237,18943,21444
A7S4N4,3602,1610,2868,921,849,5269,2626,5986,481,1793
A7S641,234,120,108,114,131,281,144,155,47,181
A7S6A1,501,233,625,128,127,708,426,475,77,271
A7S8T5,290,276,232,132,197,281,430,260,0,185
A7SA47,530,593,421,140,229,916,759,930,103,313
A7SAZ1,143,23,82,26,55,214,41,81,13,21
A7SBF0,305,77,97,84,115,260,100,81,19,146
A7SBN6,160,102,109,60,20,233,133,205,16,81
A7SCH8,421,337,489,182,275,467,367,377,51,176
A7SD85,144,29,100,32,4,176,73,122,22,3
A7SDW5,814,265,356,244,189,1138,424,772,60,462
A7SE07,0,132,76,0,0,0,130,73,0,0
A7SEP9,375,173,195,103,80,500,327,329,62,354
A7SFB5,2026,818,929,624,805,1970,1626,997,273,757
A7SFP1,323,63,196,30,28,540,87,310,48,12
A7SG48,288,220,110,73,307,157,357,206,17,231
A7SGF0,39,43,54,11,11,38,63,79,15,1
A7SGU3,264,297,271,99,134,382,282,272,70,287
A7SGU6,509,801,445,493,265,709,460,559,99,472
A7SGZ5,206,228,174,69,168,342,298,407,29,165
A7SK27,117,51,119,18,18,164,74,125,26,27
A7SK48,2410,466,804,652,698,4371,1062,2079,1013,645
A7SKE9,464,714,410,157,321,749,872,780,238,322
A7SKJ3,253,108,117,100,80,198,139,191,25,126
A7SL20,110,187,161,37,52,55,205,186,0,41
A7SLC8,471,204,180,284,174,255,210,153,34,184
A7SLW1,0,0,0,0,0,0,0,0,0,0
A7SLX5,255,105,50,74,86,205,169,116,27,78
A7SLZ2,328,72,209,35,37,304,115,103,4,41
A7SM54,233,239,208,56,247,620,423,489,228,346
A7SMR0,645,591,545,288,455,823,665,769,153,595
A7SMR1,1236,474,550,391,935,2280,762,1622,342,1068
A7SMW7,575,177,232,156,283,459,304,393,17,330
A7SNN5,78,48,47,25,11,54,69,13,0,14
A7SNR3,172,83,112,99,61,142,107,170,28,135
A7SPE8,82,18,26,12,34,78,10,21,17,11
A7SPW6,109,66,41,52,52,201,49,97,29,58
A7SPX9,535,226,234,143,310,916,296,651,152,330
A7STV9,202,28,54,92,91,71,28,39,0,103
A7SUU7,210,211,183,60,48,256,270,279,29,67
A7SWD3,276,197,191,51,84,255,333,221,30,124
A7SWH1,317,426,322,90,145,284,505,458,58,263
A7SXK3,1271,760,748,336,653,2175,856,1197,334,809
A7SXZ6,206,45,102,28,36,211,62,150,38,45
A7T0W1,83,106,164,38,59,118,175,187,19,66
A7T167,775,400,486,309,304,1102,694,784,189,684
A7T1N0,646,161,254,136,75,1193,311,675,57,216
A7T395,161,17,101,14,0,226,46,111,18,10
A7TTT5,0,56,37,0,0,0,50,28,0,0
A7UA95,537,347,372,187,144,471,442,354,58,191
A7WM73,0,0,0,0,0,2,0,8,0,0
A7XDQ9,3,850,787,0,0,0,794,524,0,0
A7XUJ6,97,43,96,27,0,39,75,108,17,15
A7Y2X0,0,0,0,0,0,0,0,0,0,0
A7YSY2,355,416,221,144,67,258,405,166,18,293
A7YT82,825,269,312,181,120,968,620,770,41,356
A7YW81,499,277,140,294,469,410,393,200,170,525
A7YW98,1018,256,410,192,193,1044,526,904,78,299
A7YWD2,72,13,43,13,0,133,26,142,23,3
A7YY53,87,7,58,13,12,201,16,37,25,60
A7YY75,451,240,258,124,234,519,297,392,76,267
A7Z019,173,10,77,7,13,336,35,143,33,0
A7Z061,205,58,124,73,25,228,79,131,0,18
A7ZAZ4,0,0,90,0,0,0,0,35,0,0
A8CEP3,346,327,323,146,279,420,246,244,187,322
A8CVX7,243,99,184,76,49,319,197,300,65,17
A8DZE6,42,8,12,20,54,10,7,3,0,35
A8DZH4,397,251,256,157,92,562,542,560,47,398
A8E4S7,235,55,146,21,11,78,59,50,0,5
A8E534,513,209,307,237,53,110,256,113,15,61
A8E5W8,554,215,352,83,225,1428,735,1022,237,335
A8E5Y3,61,57,55,19,29,84,80,111,13,153
A8E7C5,112,29,122,16,2,133,20,64,15,2
A8E7G4,396,208,440,112,168,282,243,273,35,191
A8GG79,0,0,0,0,0,0,0,0,0,0
A8GLE9,0,0,0,0,0,0,0,0,0,0
A8H759,6,269,343,0,0,0,226,218,0,0
A8HS48,0,0,0,0,0,4,0,67,0,0
A8HYU5,0,0,0,0,0,0,0,4,0,0
A8I499,156,37,41,29,42,211,58,14,23,21
A8I5F1,0,0,0,0,0,0,0,0,0,0
A8I6P9,0,0,0,0,0,0,1,1,0,0
A8IB22,0,0,0,2,0,0,0,0,0,0
A8ILK1,0,0,0,4,0,0,0,0,0,0
A8IQT2,0,0,0,0,0,0,0,0,0,0
A8IR43,0,0,0,0,0,0,0,0,0,0
A8IW99,63,26,41,14,12,37,16,8,0,2
A8J1V4,175,157,104,62,59,140,216,190,21,37
A8J785,0,0,0,0,7,0,0,1,0,0
A8JF70,1053,638,745,392,666,1117,1189,1327,137,647
A8JR14,0,0,0,0,0,0,0,0,0,0
A8KB59,240,131,190,65,133,255,216,271,33,35
A8KBE0,1303,323,702,122,133,708,495,709,52,65
A8KBL7,17,47,18,2,21,16,41,17,19,6
A8LQ63,0,99,77,0,0,0,103,57,0,0
A8MT70,229,124,209,66,247,244,232,224,62,196
A8MTY0,58,78,71,2,0,45,73,46,0,101
A8MV24,1086,415,413,352,569,1073,557,476,309,912
A8MVU1,1093,129,593,162,7,1612,589,854,207,395
A8MXY4,19,16,24,5,11,5,17,19,0,0
A8MY62,1601,533,771,422,247,1583,784,1851,106,532
A8PU71,42,34,42,13,20,57,26,55,3,120
A8PWF6,25,262,1001,2,18,51,1828,1180,5,3
A8QMS7,996,120,551,133,103,2246,308,613,212,57
A8TSS9,21,11,5,3,8,19,5,1,7,6
A8W649,0,0,0,0,0,0,0,0,0,0
A8WG21,820,242,621,338,226,2035,309,3693,360,646
A8WG88,160,100,72,80,91,357,91,170,63,317
A8WGF4,499,243,265,242,353,433,335,223,49,538
A8WH34,1257,1134,815,464,499,3189,1581,3180,436,1493
A8WIP6,396,181,210,104,156,522,219,266,139,163
A8WJ42,488,532,443,222,347,489,341,263,49,555
A8WK63,78,0,1,34,47,40,0,0,0,30
A8WMY3,0,0,0,0,0,0,0,0,23,0
A8WQ43,0,0,0,0,0,0,0,96,0,0
A8X6H1,0,2,0,0,0,0,2,0,0,0
A8X6H4,1,0,0,5,0,5,0,0,0,0
A8X8C6,95,62,56,31,22,38,37,48,0,9
A8XGH1,0,0,0,0,0,0,0,0,13,0
A8XI14,488,278,274,167,251,609,265,322,63,286
A8XKV0,120,68,74,35,35,161,66,78,27,85
A8XQD5,0,0,0,0,0,0,0,0,0,0
A8Y1P7,0,0,0,1,0,0,0,0,0,0
A8Y5T1,578,218,282,94,262,819,654,854,202,354
A8Y5U1,86,74,89,43,12,84,58,84,12,42
A9GP84,0,3,10,0,0,0,7,6,0,0
A9JR78,82,138,73,55,99,84,177,185,57,103
A9JRC7,731,442,480,290,178,811,701,854,54,344
A9JRD8,1,184,199,0,0,0,165,149,0,1
A9JRJ2,0,0,0,0,0,0,0,0,0,0
A9LIW2,0,0,0,0,0,0,0,0,0,0
A9LNK9,2,68,72,0,0,0,71,47,0,0
A9NKD9,0,0,0,0,0,0,0,0,0,0
A9Q751,150,96,159,53,72,131,231,190,10,93
A9T142,0,55,62,0,0,0,46,35,0,0
A9ULE9,247,113,203,20,48,185,182,249,55,45
A9UMG5,105,26,22,24,43,92,41,52,42,109
A9UMP7,107,125,108,16,32,82,154,119,0,11
A9UMS3,628,321,357,147,134,1042,548,1331,57,206
A9Y006,417,1540,566,243,396,132,810,301,164,325
B0BLT0,139,97,84,78,106,232,136,233,42,125
B0BLZ5,219,120,94,103,131,289,176,85,202,220
B0BM28,23,11,54,5,6,7,4,88,0,0
B0BN49,159,79,84,42,156,140,80,76,78,75
B0BNA9,0,0,0,0,0,0,0,0,0,0
B0BYW4,0,4,0,0,0,0,0,2,0,0
B0CQN7,252,573,137,89,266,99,768,87,40,505
B0DOB4,291,163,195,179,155,114,172,113,14,184
B0EXJ8,0,51,26,0,0,0,32,22,0,0
B0FYY4,2736,835,1239,728,658,9235,2442,2978,1133,1650
B0G143,208,30,52,64,36,201,112,164,4,27
B0JHB1,0,0,0,0,0,0,0,0,0,0
B0JWW6,0,0,0,0,0,0,0,0,0,0
B0JZ65,289,170,227,107,135,198,177,188,35,149
B0JZG0,40,19,148,9,9,69,15,23,0,0
B0JZV4,597,605,484,277,276,694,931,574,17,220
B0K1W0,0,0,0,4,0,0,0,0,46,0
B0KWE9,323,222,266,99,215,531,416,463,50,323
B0R0T1,290,22,283,52,41,953,154,569,71,98
B0RVK2,0,243,300,0,0,1,241,156,0,0
B0S5D5,222,69,202,55,59,672,106,355,89,87
B0S5Y3,1136,26,323,50,27,1463,89,542,72,8
B0S6T2,940,325,364,209,61,1034,502,432,78,141
B0S6U7,1,6,8,0,0,0,1,8,0,0
B0UYI1,56,17,18,34,22,74,16,25,5,55
B0V1P1,77,8,26,12,10,342,133,49,25,73
B0V3H4,34,2,13,16,0,68,14,19,0,2
B0VXE6,459,234,308,236,151,579,531,393,41,223
B0VYX9,1585,1065,1010,579,1046,2118,1463,1390,428,910
B0W2S0,39,4,72,6,0,192,23,230,0,0
B0WWP2,219,125,179,81,37,224,174,121,41,131
B1AJZ9,781,269,681,219,195,740,576,693,84,210
B1AK53,140,180,158,89,98,55,159,142,7,77
B1AQJ2,123,10,46,74,740,134,35,69,329,463
B1ARD8,19,104,212,19,9,9,170,399,13,3
B1AS42,296,191,145,172,101,244,150,134,60,106
B1AUE5,213,72,96,91,119,240,117,181,71,156
B1AVH7,0,0,0,0,0,0,0,0,0,0
B1AVY7,2108,802,1114,840,406,1029,835,1365,125,407
B1AZ99,623,304,378,368,346,531,396,678,78,529
B1AZI6,3078,1180,1439,2389,796,2165,1741,1557,272,1010
B1H116,262,71,644,71,47,576,132,512,35,78
B1H1P9,5447,3123,4108,1424,1414,17315,8275,8846,2022,3352
B1H222,329,97,130,109,222,379,157,122,48,340
B1H283,205,17,93,18,31,298,95,209,38,16
B1HYT6,0,133,268,0,0,1,135,125,0,0
B1J262,0,55,46,0,0,0,47,30,0,0
B1J3Q4,0,38,60,0,0,0,38,40,0,0
B1JL20,0,0,0,0,0,0,0,1,0,0
B1L765,6,499,498,0,0,0,492,335,2,0
B1MTV8,1164,202,303,399,380,1362,423,408,82,704
B1VEI4,523,150,375,234,167,611,272,275,66,159
B1WAP7,1434,1000,1076,766,1068,1220,1125,810,157,971
B1WAR9,42,0,5,2,0,51,5,1,0,5
B1WAZ6,347,275,1210,161,106,74,529,963,0,79
B1WB17,308,133,156,79,121,402,146,235,68,169
B1WC10,65,7,51,7,9,117,30,74,5,1
B1WC40,176,327,357,67,28,181,482,637,45,52
B1WC61,200,113,190,77,62,308,188,275,68,729
B1XK80,4,6,0,0,0,0,1,2,0,0
B1XLF1,0,2,0,0,4,0,0,0,0,0
B1XWR5,0,0,0,0,0,0,0,0,0,0
B2AE04,0,75,135,0,0,0,65,78,0,0
B2DFG5,0,0,0,0,0,0,0,0,0,0
B2GU58,26,6,27,10,7,14,22,5,0,0
B2GUS6,461,281,276,157,140,756,591,533,51,248
B2GUZ1,543,167,334,196,60,696,410,518,91,82
B2GV47,34,4,30,1,0,11,6,11,0,0
B2GV50,111,12,72,16,0,150,24,74,6,8
B2GV71,198,292,212,101,127,124,281,240,6,81
B2HN69,0,29,29,0,0,0,29,30,0,0
B2HQV2,348,38,391,31,12,303,83,232,5,3
B2RLJ0,4,249,285,0,0,0,190,182,1,1
B2RQR8,758,145,253,122,38,1328,237,436,95,63
B2RRE7,2428,512,1178,333,477,4202,1422,2759,740,356
B2RRL2,237,185,217,25,0,143,261,103,19,18
B2RVL6,887,632,862,237,174,729,644,414,129,308
B2RW38,573,239,462,145,60,456,377,551,49,111
B2RX14,175,18,97,19,28,187,22,99,14,10
B2RX88,1372,477,848,507,393,1491,584,780,87,534
B2RY04,0,0,0,0,0,0,0,0,0,0
B2RY50,424,344,347,154,202,361,604,495,76,232
B2RYG6,43,28,34,33,36,118,43,37,19,104
B2RYN2,3914,834,696,1993,749,2743,1004,1202,254,1259
B2RZC4,8,11,13,5,0,5,4,12,0,3
B2T637,0,0,0,0,0,0,0,0,13,0
B2TIC3,4,43,31,0,0,3,28,14,0,0
B2TLZ8,1,24,58,0,0,0,42,65,0,0
B2V1M2,72,8,7,55,18,38,3,8,0,18
B2V6V4,0,23,17,0,0,0,24,8,0,0
B2V855,2,334,377,0,0,0,314,279,1,0
B2V968,85,24,40,14,4,119,38,50,15,12
B2VH13,0,0,0,0,0,0,0,0,0,0
B2X1Y2,0,0,0,1,40,2,0,5,0,0
B2ZFP3,0,0,0,0,0,0,0,0,0,0
B2ZG38,11,1445,189,8,0,1,50,253,0,0
B3DHU2,0,93,81,0,0,0,48,43,0,0
B3DIV9,0,5,10,0,0,0,9,6,0,0
B3DJT0,4,74,106,0,0,0,96,78,0,0
B3DK16,6,4,13,0,0,1,13,12,0,0
B3DL53,38,57,66,12,7,8,60,21,7,13
B3DLH6,3328,1447,1765,1532,666,574,2168,976,73,670
B3E278,0,0,0,0,0,0,0,0,0,0
B3EHS7,0,3,0,0,0,0,0,0,0,0
B3EWR1,0,0,0,0,0,0,0,0,2,1
B3EWY6,165,295,322,66,77,76,52,104,13,53
B3EWY7,597,229,642,159,373,94,92,90,32,35
B3EWY8,142,69,80,76,11,254,4,324,24,19
B3EWY9,8982,3103,3344,1976,1988,12703,16128,29391,912,2664
B3EWZ2,1743,28,41,2,33,13859,2469,1645,1372,2253
B3EWZ3,5699,3067,2896,1141,1677,16620,3926,7055,2278,1673
B3EWZ5,3679,4254,5656,1195,1624,3182,4587,5017,600,1725
B3EWZ6,1795,1082,787,525,931,1079,1201,2073,93,325
B3EWZ8,429,464,538,185,479,211,215,277,44,160
B3EWZ9,3724,2043,2578,384,320,4686,6966,6040,1082,629
B3GY24,22,8,26,23,0,85,16,31,0,8
B3LF48,0,0,0,0,0,0,0,0,0,0
B3LVW5,23,2,12,5,0,33,4,21,0,0
B3QP89,0,4,0,0,9,0,10,19,0,0
B3RNE8,67,1,51,4,5,110,15,90,0,5
B3RXR7,50,128,67,35,37,49,121,71,6,18
B3S3D5,248,92,162,75,134,460,157,278,15,209
B3TP03,248,191,311,58,2,55,226,142,5,19
B3VSC2,3,106,477,0,0,0,179,987,0,0
B4DJY2,57,867,1235,6,8,126,1017,666,19,34
B4DXR9,155,62,123,23,49,186,140,158,63,126
B4E2M5,196,136,139,80,119,355,127,84,76,214
B4EBK8,0,1,0,0,0,0,0,0,0,0
B4EUF0,50,21,0,14,33,28,9,0,0,1
B4F6N6,24,64,27,10,9,10,25,1,0,9
B4F6W9,0,0,0,0,0,0,0,0,0,0
B4F7A1,75,19,27,43,92,97,32,27,11,143
B4GA28,0,0,0,0,0,0,0,0,0,0
B4GD14,78,42,54,9,208,127,37,17,0,170
B4GRJ2,111,90,183,25,18,67,131,69,0,16
B4IT27,3,131,191,0,0,0,121,106,0,0
B4J045,148,154,91,79,85,212,218,47,93,46
B4JMQ2,0,0,2,0,0,0,2,2,0,0
B4K9L4,360,22,12,212,140,58,6,1,0,64
B4KF66,218,179,129,79,73,220,131,179,19,83
B4KPU0,338,245,159,96,173,62,16,9,0,53
B4L0G9,32,14,21,16,0,37,23,18,19,21
B4LIG6,28,53,15,43,99,20,25,11,10,40
B4LVU6,138,50,154,14,21,179,56,85,37,15
B4MR74,69,75,107,21,50,185,101,192,19,78
B4PD06,73,14,25,7,40,79,39,39,8,23
B4PEU8,6481,10025,3973,6507,25501,5347,9207,3462,13953,12970
B4PZB4,0,0,0,0,0,0,0,0,0,0
B4Q354,0,0,0,0,0,0,0,0,0,0
B4QFP7,133,152,359,25,75,191,166,283,17,62
B4QLQ2,588,47,74,106,43,349,32,40,5,24
B4S4J4,1,419,434,0,0,0,416,330,0,0
B4SPG1,0,0,0,6,0,0,0,0,33,0
B4UFU2,0,0,0,0,0,0,0,0,0,0
B4YNE6,199,27,161,7,21,388,107,112,50,0
B5AR80,232,104,117,20,32,183,15,3,0,139
B5DEL3,313,153,278,42,20,296,153,191,10,15
B5DF45,18,0,23,6,37,23,1,13,0,0
B5DF91,0,0,0,0,0,0,0,0,0,0
B5DF94,17,22,34,3,0,5,20,1,0,0
B5DFA1,0,0,0,2,0,0,0,0,0,0
B5DG51,0,0,0,0,0,0,0,0,0,0
B5DGI7,970,1035,1408,331,791,1204,1491,1770,240,820
B5FEQ9,0,0,0,0,0,0,0,0,0,0
B5FWC0,112,152,110,49,84,106,180,178,24,99
B5FXE5,162,136,242,26,29,186,114,197,0,17
B5FXJ6,322,168,100,85,226,297,159,127,96,293
B5FYQ0,497,118,221,162,120,966,156,459,209,136
B5KFI0,136,21,80,13,10,178,53,110,29,12
B5KFL3,618,248,261,333,391,450,301,255,63,356
B5X0E4,0,0,0,4,0,0,0,0,23,0
B5X165,194,128,119,66,90,124,161,145,31,149
B5X186,24,18,1,7,27,18,1,7,0,20
B5X1G3,41,19,52,17,0,80,23,44,8,14
B5X277,369,119,129,288,145,129,143,113,50,155
B5X2B8,72,40,52,35,15,62,35,47,0,31
B5X4E0,143,273,141,296,150,93,148,104,12,92
B5X4Z4,1,2,0,0,0,0,0,0,0,0
B5X582,4,698,666,0,0,0,679,442,0,0
B5X5D0,360,231,233,92,359,438,356,482,203,170
B5XB24,531,343,388,196,111,750,477,539,101,506
B5XGE7,0,62,42,0,0,0,56,34,0,1
B5XZP2,0,225,236,0,0,1,162,160,0,0
B5Y1L4,0,0,0,0,0,0,0,0,0,0
B5YJW3,0,0,0,0,0,0,0,0,7,0
B6CHA3,517,373,401,173,205,75,134,131,10,163
B6CJY4,421,149,293,204,129,402,205,141,37,121
B6EUA9,0,0,0,1,0,0,0,0,0,0
B6IPN3,386,493,404,83,101,1007,1172,1561,204,361
B6IVA5,0,13,10,0,0,0,12,4,0,0
B6JY16,0,86,67,0,0,0,70,33,0,0
B6MFW3,168,68,78,80,18,272,69,182,47,11
B6NXD5,510,336,466,156,209,904,419,456,218,136
B6RSP1,1727,379,752,340,675,1816,583,657,431,1027
B6SFA4,0,1,7,0,0,0,2,11,0,0
B6TGN4,0,14,10,0,0,0,12,5,0,0
B6ZJZ9,0,0,0,0,0,0,0,0,0,0
B6ZLK2,2534,922,1204,1110,856,2019,1558,1086,376,1306
B7GMM1,0,0,2,3,0,0,0,0,0,0
B7IHX1,140,30,49,33,34,146,35,66,0,62
B7JWT6,0,8,0,0,0,0,3,0,0,0
B7LT90,0,129,135,0,0,0,95,64,0,0
B7P877,0,0,0,0,0,0,0,0,0,0
B7PRF6,733,1006,1066,310,487,784,1209,1334,132,842
B7VBN2,0,0,0,0,0,0,0,0,0,0
B7WFQ1,846,941,1024,450,836,414,561,1173,0,300
B7ZC77,130,2,80,5,0,329,39,117,75,5
B7ZCC9,0,0,0,0,0,0,0,0,0,0
B7ZFT1,0,0,0,0,0,0,0,0,0,0
B7ZQJ9,231,136,290,199,96,208,120,174,15,129
B8A4F4,32,8,45,7,0,36,7,34,0,0
B8A4W9,457,644,387,236,655,389,177,208,59,604
B8A5G9,0,95,88,0,0,0,67,90,0,0
B8AM21,0,0,0,0,0,0,1,1,0,0
B8AQW7,0,0,0,0,0,0,0,0,0,0
B8BCZ8,0,0,0,0,0,0,0,0,0,0
B8F671,0,134,124,0,1,0,119,89,0,0
B8F704,40,111,121,10,2,16,48,4,0,0
B8FU92,0,0,0,0,0,0,0,0,0,0
B8G8N0,0,0,0,0,0,0,0,0,0,0
B8HCF8,0,0,3,2,13,0,0,8,0,3
B8HLD2,0,10,4,0,0,0,0,0,0,0
B8JI71,885,409,637,196,47,845,549,691,62,118
B8JMH0,87,48,93,52,30,122,55,127,0,35
B8M0U4,0,0,0,0,0,0,0,0,0,0
B8NI27,1,0,0,0,0,0,0,0,0,0
B8RJM0,246,60,255,91,30,21,7,5,0,5
B8UU51,38,0,5,7,77,123,1,8,4,0
B8UU59,41,5,12,4,0,56,7,18,20,6
B8UU78,3241,592,2882,172,100,3270,907,3436,417,45
B8V7Q1,4350,1865,1800,1137,1082,5653,3625,3440,515,1421
B8V7R6,18673,41403,45490,27705,10034,941,2100,733,40,3087
B8V7S0,2004,1764,407,412,2416,1192,445,3433,122,1040
B8VIU6,4593,2734,762,948,2599,1916,2690,936,989,2544
B8VIV4,166,403,44,51,167,352,462,1036,85,114
B8VIW9,1034,154,1077,110,39,3186,321,1807,119,11
B8WI85,5984,1175,126,179,165,44730,14440,8501,3302,3814
B8Y6I0,0,16,18,0,0,0,8,12,0,0
B8YG19,0,0,0,1,0,0,0,0,0,0
B9DJR3,9,15,54,2,0,0,5,3,0,0
B9DSP2,0,0,0,1,0,0,0,0,23,0
B9EB94,0,0,0,0,0,0,0,0,0,0
B9EJ80,172,21,45,39,19,98,61,31,0,28
B9EJR8,0,0,0,0,0,0,0,0,0,0
B9EJX3,471,342,190,62,171,617,664,545,138,214
B9F655,0,0,0,0,0,0,0,0,0,0
B9FAF3,0,0,0,0,0,0,0,0,0,0
B9FHF3,119,18,58,24,50,110,58,89,3,23
B9FTR1,0,2,0,0,4,0,0,5,0,0
B9FUF9,18,262,5,0,321,1,95,203,0,0
B9GE13,0,0,0,0,0,0,0,2,0,0
B9JCL9,0,0,0,0,0,0,0,0,0,0
B9K7G9,0,165,157,0,0,0,112,102,0,0
B9KES1,2,196,189,0,0,0,153,89,0,0
B9M6W5,0,30,40,0,0,0,33,24,0,0
B9U3F2,2098,200,2087,153,59,3250,391,1505,246,45
B9VTT2,1086,633,543,420,420,4375,1465,1744,685,785
B9W5G6,16481,99,88,1451,387,1141,172,113,195,140
C0H690,2201,1637,323,658,5461,961,2305,698,321,8147
C0H8I2,14,39,45,6,0,10,43,42,0,0
C0H906,927,409,499,293,222,1106,596,643,182,467
C0HAC0,2126,1400,1217,1487,475,1468,1509,819,127,656
C0HK24,29,50,44,3,27,19,31,12,0,52
C0HLA0,0,18,14,1,0,0,11,18,0,0
C0LGG8,2,0,0,0,0,0,0,1,0,0
C0LGP4,0,0,0,0,0,0,0,0,0,0
C0LGQ5,0,0,0,0,0,0,0,1,0,0
C0LGV0,0,0,0,0,0,0,0,0,0,0
C0QI90,0,488,375,0,0,1,376,242,0,0
C0QUB5,0,44,33,0,0,0,63,50,0,0
C1A6R5,0,108,98,0,0,0,114,72,0,0
C1C4R8,741,138,369,132,202,1334,227,1079,101,123
C1FXW9,200,15,52,70,10,157,26,43,10,0
C1KIZ0,551,0,43,235,242,2040,3,1831,924,1149
C3M9S1,0,307,324,0,0,0,242,240,0,0
C3VPR6,0,113,99,0,0,0,110,80,0,0
C3Y3G4,31,25,70,5,86,66,31,83,8,13
C3YFB4,433,305,318,145,224,848,488,810,37,389
C3YWU0,4906,4449,10471,1394,1579,7600,6547,15829,948,2352
C3YZ51,246,92,141,64,71,339,111,204,24,73
C3ZQF9,266,170,261,97,107,415,156,222,98,72
C3ZWH9,285,204,822,173,271,114,90,344,35,165
C4A0D9,243,187,142,124,106,312,229,211,61,182
C4LCN4,0,4,13,0,0,0,11,9,0,0
C4R7Z3,107,6,112,14,7,74,6,59,0,2
C4V7I7,0,19,14,0,0,0,25,5,0,0
C4Y1G7,0,159,154,0,0,0,172,82,0,0
C5CGI1,0,0,0,3,0,0,0,0,0,0
C5D7U6,4,122,150,0,0,0,101,115,1,0
C5FP68,573,67,139,204,45,442,108,104,74,59
C5MK33,0,0,0,3,0,0,0,0,0,0
C5NSL2,4,10,11,4,24,8,29,4,0,4
C5P4Z8,0,0,0,0,0,7,0,35,0,0
C5ZZZ5,2,809,796,0,3,0,656,509,0,0
C6C1F4,0,0,0,0,0,0,0,12,0,0
C6DJ88,79,105,42,44,3,55,190,96,0,40
C6DJF9,0,0,0,0,0,0,0,0,0,0
C6FG12,1714,460,1156,475,135,1161,542,649,51,56
C6KFA3,121,167,23,14,23,131,53,220,4,111
C6Y4A5,0,31,24,0,0,0,20,16,0,0
C7A278,771,774,863,390,820,1002,1661,1307,632,1813
C7B178,2,205,0,0,56,0,79,46,5,4
C7Z8P6,11,0,0,0,3,2,0,0,0,0
C8XA09,91,45,108,13,0,38,83,39,5,0
C8YR32,561,299,759,208,323,901,603,196,32,425
C9D7C2,7,102,168,0,0,0,65,96,0,1
C9J069,70,53,89,16,1,552,285,106,53,98
C9J798,0,0,0,1,0,0,0,0,0,0
C9JJ37,73,35,40,18,17,52,23,32,12,6
C9JN71,56,1,46,15,2,37,3,25,7,3
C9JTQ0,435,150,222,471,122,406,185,206,107,211
C9WPN6,224,41,114,31,7,635,80,611,32,65
D0LI56,0,0,0,0,0,0,0,0,0,0
D0Z9R0,45,16,31,9,0,104,20,62,39,3
D2CLZ9,52,46,53,16,35,29,19,27,0,37
D2CSU4,0,0,0,0,0,0,0,0,0,0
D2H0G5,154,19,165,32,20,82,59,54,3,1
D2HKB0,198,50,98,61,78,253,48,269,61,155
D2I2M6,229,55,101,69,36,326,79,110,12,36
D2I3C6,0,118,308,0,3,0,173,187,0,0
D2IYS2,825,470,450,297,127,24739,15516,21109,1221,1045
D2KQB0,75,106,45,11,53,58,18,27,4,46
D2NQQ7,0,1,0,0,0,0,1,2,0,0
D2TUZ4,0,159,139,0,0,0,131,99,0,0
D2XV59,448,301,339,200,295,954,345,2096,117,452
D3GDK4,0,0,1,4,0,0,0,0,0,0
D3J163,0,0,0,1,0,0,0,0,0,0
D3RPB9,0,10,0,0,0,0,2,0,0,0
D3YUG0,57,27,50,8,0,59,15,36,4,10
D3YVL2,0,0,0,1,0,0,0,0,0,0
D3YWJ0,4,606,1046,0,0,1,584,596,0,0
D3YXG0,1894,1082,4396,698,236,1460,704,900,126,307
D3YXS5,2451,1493,1610,613,1253,2920,1170,2062,223,1580
D3YY23,274,159,733,161,130,252,249,737,30,476
D3YZP9,74,643,944,17,18,58,808,869,0,78
D3Z3C6,748,541,567,243,278,761,1039,936,157,481
D3Z4S3,0,0,0,0,0,0,0,0,0,0
D3Z7H8,360,119,316,127,29,387,54,33,0,0
D3Z7P3,143,41,48,124,39,128,33,28,48,146
D3Z8E6,0,0,0,4,0,0,0,0,10,0
D3ZAT9,375,178,527,88,107,1027,363,720,413,277
D3ZBE5,0,0,0,0,0,0,0,0,0,0
D3ZD32,151,7,63,9,36,320,22,89,18,3
D3ZE85,110,41,181,18,6,169,135,320,6,1
D3ZF42,0,4,0,1,0,1,2,4,0,0
D3ZFD0,0,0,0,0,0,0,0,0,0,0
D3ZGB1,3150,448,2627,401,90,2623,831,1473,136,36
D3ZGQ5,294,226,206,175,137,312,335,177,21,131
D3ZGS3,0,0,0,0,0,0,0,0,0,0
D3ZHA0,434,64,281,23,33,879,93,145,111,10
D3ZHH1,0,34,20,0,0,0,24,13,0,0
D3ZHV2,3014,382,1095,709,238,1941,923,857,128,92
D3ZJP6,300,212,188,114,200,352,212,144,114,200
D3ZQG6,461,133,83,90,38,454,198,171,0,56
D3ZR10,543,152,190,209,102,522,196,298,17,102
D3ZSZ3,0,0,0,0,0,0,0,0,0,0
D3ZTQ1,4660,1300,1544,2976,909,4682,1844,1459,347,1873
D3ZTX0,161,179,93,75,95,214,55,77,22,164
D3ZUQ0,447,425,464,116,232,1408,1034,1145,203,459
D3ZV31,224,267,316,83,36,127,436,309,40,95
D3ZVM4,585,269,371,286,465,415,257,135,37,487
D4A1F2,452,188,295,166,582,584,310,713,158,259
D4A4D7,118,83,94,38,17,15,79,13,0,17
D4A5C3,300,29,40,101,23,163,19,19,1,9
D4A770,104,57,153,16,15,151,87,192,14,9
