Entry,past_c1,past_c5,past_c6,past_c7,past_d1,past_d2,past_d3,past_d4,past_d5,past_d6,past_d7
Q39J54,119,24,32,19,115,125,51,28,30,72,12
Q39Q78,0,3,0,0,1,4,3,3,5,0,0
Q3AAF7,57,7,51,0,28,44,12,39,22,16,9
Q3ABU1,456,137,174,54,302,326,144,166,132,45,35
Q3AF07,43,5,28,1,5,34,7,1,16,0,5
Q3AFC6,112,74,61,15,130,135,54,81,53,5,4
Q3AQ69,30,8,20,0,15,43,5,16,11,5,0
Q3ASP3,17,14,12,1,24,20,8,12,11,6,4
Q3AU90,17,12,22,0,32,71,33,13,15,26,5
Q3AZE8,52,21,76,20,57,38,20,36,35,12,24
Q3B0U1,54,22,35,2,62,83,19,45,16,17,4
Q3B1G7,0,0,0,0,0,0,0,0,0,0,0
Q3B4G1,7,3,4,0,15,24,0,0,6,0,1
Q3B724,2,11,46,3,0,1,26,39,6,14,1
Q3B8E8,36,19,32,6,43,88,39,8,50,19,9
Q3B8Q2,0,0,0,0,0,0,0,0,0,0,0
Q3BAI2,298,1948,192,4935,2858,1178,778,7048,586,2702,349
Q3BWY6,97,15,62,11,74,91,34,25,84,14,19
Q3C1A6,41,18,10,16,38,34,8,10,12,0,4
Q3E6T0,100,68,156,1,101,165,106,64,84,14,6
Q3E793,0,0,0,0,0,0,0,0,0,0,0
Q3E9A0,142,67,98,15,133,172,68,81,63,7,16
Q3E9A4,5,2,2,0,2,5,1,0,7,0,0
Q3E9C0,250,109,112,16,210,204,99,98,89,25,33
Q3EAF9,43,14,51,3,36,53,11,9,10,10,11
Q3EAQ5,369,87,214,35,474,357,122,152,79,139,47
Q3EAR7,3,1,0,2,1,4,0,0,0,0,0
Q3EBC2,105,12,75,1,70,91,46,51,45,7,17
Q3EBF7,86,19,70,6,113,100,24,48,10,27,5
Q3EBR6,27,0,29,0,24,25,13,8,12,0,0
Q3EC11,25,4,32,1,16,16,6,3,14,6,2
Q3ED68,272,108,190,15,303,246,84,82,90,149,23
Q3EDF8,507,173,290,31,409,581,224,195,202,167,40
Q3EDL4,67,16,22,7,81,44,16,28,19,0,0
Q3IMW0,81,23,46,9,77,70,26,21,13,21,3
Q3IU78,102,30,63,15,65,97,6,26,23,14,15
Q3J6K9,29,1,0,0,24,22,7,5,0,8,0
Q3J7D7,133,54,43,13,119,130,68,65,40,25,13
Q3JRV4,32,14,3,3,25,41,22,21,7,17,13
Q3KQZ1,35,8,12,0,26,54,10,17,17,10,9
Q3KRD5,100,24,34,5,122,99,59,39,37,11,0
Q3KRE6,281,112,202,12,246,304,101,128,97,63,37
Q3LIE5,53,10,15,0,23,25,6,29,13,0,3
Q3LSS0,359,87,88,24,269,392,80,71,101,36,25
Q3LXA3,22,7,31,3,6,28,4,0,2,0,6
Q3M5D0,33,14,19,0,17,24,4,4,16,2,2
Q3M6C3,925,250,336,59,1303,753,394,427,208,724,55
Q3M8N0,60,34,42,2,161,53,45,28,16,43,0
Q3MC76,0,0,0,0,0,0,0,0,0,0,0
Q3MC79,77,8,28,9,15,26,18,5,12,14,2
Q3MDW2,5389,1983,3174,441,5785,5315,2112,2771,1238,1922,841
Q3MHN0,0,0,0,0,0,0,0,0,0,0,0
Q3S8P6,121,40,91,6,94,117,35,46,29,26,10
Q3SEK0,166,51,114,5,113,121,43,31,66,65,22
Q3SEK2,36,6,8,0,35,53,23,8,14,23,18
Q3SJU1,14,9,19,0,31,20,13,29,11,8,2
Q3SSU5,110,43,81,17,114,130,50,54,77,7,22
Q3SWT6,167,23,26,7,205,284,46,14,30,32,6
Q3SWZ6,60,13,23,0,32,73,24,33,21,0,4
Q3SX45,14,2,0,0,4,4,0,10,0,0,0
Q3SXZ7,0,0,7,0,0,0,0,0,0,0,0
Q3SY77,79,33,25,5,75,73,17,11,13,67,13
Q3SYG4,0,0,0,0,0,0,0,0,0,0,0
Q3SYR2,16,4,3,0,6,3,6,16,0,0,4
Q3SYS0,20,13,30,6,17,22,17,16,14,18,11
Q3SYS4,0,0,0,0,0,0,0,0,1,0,0
Q3SZZ0,65,14,51,1,52,66,22,14,17,20,11
Q3T052,65,5,51,4,34,48,5,17,29,19,6
Q3T067,70,16,10,4,44,38,12,13,5,9,3
Q3T077,137,46,25,0,125,71,37,33,42,26,7
Q3T0I2,0,0,0,0,1,0,0,0,0,0,0
Q3T0L7,115,26,60,4,79,56,38,81,20,45,9
Q3T0M0,0,0,0,0,0,0,0,0,0,0,0
Q3T0U2,1238,415,954,117,1074,975,598,1102,358,1005,135
Q3T138,8,13,8,4,7,17,8,0,7,0,0
Q3T196,36,17,20,0,26,32,10,8,12,0,5
Q3T9E4,121,46,99,14,133,90,26,30,46,14,7
Q3TCH7,8,7,6,1,1,3,10,1,1,0,0
Q3TCX3,142,65,64,8,131,77,46,76,48,16,18
Q3TDN0,209,45,65,5,255,200,73,51,27,54,6
Q3TFK5,49,26,33,1,47,74,31,28,45,29,12
Q3THS6,0,0,0,0,0,0,0,0,0,0,0
Q3TIU4,46,15,23,9,28,39,9,1,13,3,5
Q3TIX9,87,51,34,11,76,70,29,16,39,29,10
Q3TNA1,12,6,0,0,16,23,10,0,9,15,1
Q3TYL0,394,102,170,20,390,315,135,169,101,116,30
Q3TZM9,0,0,0,0,2,0,0,0,0,0,0
Q3TZX8,14,0,7,1,20,26,15,6,13,0,2
Q3U0V1,23,6,22,5,49,24,17,9,6,25,0
Q3U269,16,4,2,6,8,18,0,0,17,0,7
Q3U284,65,15,79,6,85,71,29,24,18,13,17
Q3U2A8,10,8,27,0,16,7,3,0,8,0,0
Q3U2C5,12,3,23,4,7,2,9,10,6,0,0
Q3U3R4,58,15,1,3,22,45,20,16,6,6,7
Q3U3V8,166,0,61,0,190,201,60,72,47,33,0
Q3UDW8,0,0,0,0,0,0,0,0,0,0,0
Q3UEI1,128,61,76,14,106,115,28,50,54,8,21
Q3UES3,113,30,26,4,129,106,22,35,19,49,4
Q3UF25,82,14,64,7,51,77,15,10,34,10,13
Q3UGF1,0,0,0,0,0,0,0,0,0,0,0
Q3UGR5,69,19,86,2,36,46,24,5,22,8,3
Q3UHD1,100,25,18,17,75,79,20,0,21,11,21
Q3UIR3,41,10,28,0,20,13,10,5,4,0,0
Q3UIZ8,0,0,0,0,0,0,0,0,0,0,0
Q3UJK4,14,14,10,3,41,25,10,15,16,10,4
Q3ULA2,47,20,24,3,33,29,14,19,20,0,4
Q3UN02,12,0,22,0,3,5,0,3,4,0,1
Q3URE1,143,54,69,12,116,135,60,48,40,37,21
Q3URY6,106,49,74,10,29,93,36,20,35,11,12
Q3USW5,6,8,8,0,13,13,8,20,13,8,2
Q3UTQ8,67,27,19,2,80,58,27,16,17,11,4
Q3UUG6,0,0,2,0,1,1,0,0,4,0,0
Q3UVK0,10,17,6,2,20,18,8,23,7,2,0
Q3UVV9,104,7,46,10,48,86,19,7,21,9,21
Q3UY23,12,2,11,1,19,10,8,0,5,3,3
Q3UY96,447,239,291,56,372,517,253,264,207,79,31
Q3UZZ6,42,0,6,0,9,8,0,0,3,3,1
Q3V016,250,94,93,20,243,182,102,73,70,65,12
Q3V050,145,39,33,5,67,84,40,25,38,17,3
Q3V096,95,38,76,5,152,91,49,61,22,92,17
Q3V0Q1,205,34,91,13,148,153,62,34,65,58,11
Q3V172,4,7,7,3,4,22,5,0,31,0,2
Q3V188,268,100,63,15,388,334,120,79,64,128,27
Q3V2Q8,70,9,45,4,49,70,6,4,12,13,9
Q3V384,192,61,73,7,127,134,58,69,51,23,20
Q3V3N7,140,48,84,30,95,107,43,43,64,33,23
Q3Y8L7,156,57,118,28,173,136,77,90,53,101,33
Q3YL57,19,30,22,5,17,10,27,27,18,0,1
Q3ZBD2,40,2,36,6,14,26,14,16,17,0,1
Q3ZBE9,82,23,51,7,79,78,31,20,34,0,2
Q3ZBH0,135,24,20,13,147,59,40,42,21,29,10
Q3ZBK2,0,0,0,0,0,0,0,0,0,0,0
Q3ZBU2,1,0,0,0,0,0,0,0,0,0,0
Q3ZBX1,68,11,35,9,56,82,20,21,23,14,8
Q3ZBZ8,350,107,199,11,382,328,136,87,61,121,5
Q3ZCB8,0,0,0,0,0,0,0,0,0,0,0
Q3ZCC8,103,45,55,6,133,93,68,25,34,76,1
Q3ZCJ2,0,0,0,0,0,0,0,0,0,0,0
Q3ZFI7,5,0,8,0,1,0,0,0,0,0,0
Q3ZJ39,189,52,76,5,221,174,46,94,19,170,1
Q40002,0,0,0,0,0,0,0,0,0,0,0
Q400C7,107,62,19,7,51,83,47,37,47,28,13
Q40134,0,0,0,0,0,0,0,0,0,0,0
Q40143,43,20,14,0,33,49,30,21,17,23,5
Q40289,0,0,0,0,0,1,0,0,0,0,0
Q40296,4496,1322,2090,304,4642,3966,1332,2096,598,2709,213
Q40297,4355,1380,2161,188,5849,3260,1555,1847,746,4282,222
Q40298,378,68,142,5,624,245,67,138,29,191,9
Q40300,17250,6412,10242,1260,22717,16718,6263,8548,3265,14126,1302
Q40301,2259,1023,1226,139,2648,1964,1012,1305,502,1530,139
Q40531,11,4,0,1,11,5,3,2,0,0,0
Q40532,0,0,0,0,0,0,0,0,0,0,0
Q40593,98,15,46,2,40,68,35,25,27,8,4
Q40648,6,3,19,3,7,23,0,0,4,5,3
Q40762,1,3,0,0,1,0,2,1,7,3,0
Q40784,35,16,56,0,49,29,13,34,23,53,6
Q40832,0,0,0,0,0,0,0,0,0,0,0
Q41005,0,0,0,0,1,0,0,0,0,0,0
Q41058,47,32,26,0,22,26,10,17,11,0,0
Q41093,2,0,7,5,20,9,12,10,1,23,1
Q41094,0,0,0,0,0,0,0,0,0,0,0
Q41365,0,0,0,0,0,0,0,0,0,0,0
Q41406,13134,4044,4862,550,16515,10949,4224,4286,1890,5721,456
Q41407,469,125,196,31,634,419,103,189,111,293,11
Q41639,1,7,0,0,2,3,6,1,0,10,0
Q41819,107,71,70,14,141,138,39,61,18,67,8
Q42093,421,140,201,38,438,339,105,106,80,152,30
Q42202,1634,515,1488,142,1396,1293,847,1043,414,1203,240
Q42262,0,0,0,0,0,0,0,0,0,0,0
Q42290,202,37,123,22,218,179,88,66,58,42,23
Q42342,0,0,4,0,0,0,0,0,0,0,0
Q42344,36,14,5,6,30,64,12,8,22,0,5
Q42395,243,100,80,10,225,155,81,65,47,33,16
Q42396,76,30,86,15,57,68,33,21,29,23,12
Q42404,129,37,65,0,162,81,36,20,21,60,0
Q42406,67,22,70,7,55,38,11,25,8,24,8
Q42479,103,50,51,15,135,130,56,35,44,49,13
Q42510,4,0,13,4,13,8,3,0,4,0,0
Q42536,226,59,124,24,233,173,107,121,42,32,7
Q42569,13,5,0,0,14,7,0,19,5,6,3
Q42572,0,0,0,0,0,0,0,0,0,0,0
Q42593,866,269,510,30,833,640,354,338,213,244,74
Q42682,0,0,0,0,0,0,0,0,0,0,0
Q42686,213,52,129,15,231,155,90,108,48,50,30
Q42688,32,11,15,5,59,40,27,26,13,7,4
Q42857,7,3,8,0,17,3,18,12,0,11,0
Q42971,131,31,76,9,269,148,67,97,71,140,9
Q42972,0,0,0,0,0,0,0,0,0,0,0
Q43011,217,74,143,20,355,191,79,96,46,52,10
Q43092,1144,447,580,115,1671,1270,499,509,256,798,83
Q43124,0,0,0,0,0,0,0,0,0,0,0
Q43155,48,23,47,3,74,88,18,55,34,15,20
Q43157,0,2,0,0,12,3,0,0,0,2,0
Q43207,154,69,140,21,138,161,43,59,56,4,23
Q43291,42,10,3,3,37,20,12,38,9,18,9
Q43321,0,0,0,0,0,0,0,0,0,0,0
Q43362,684,182,344,21,620,487,263,176,184,144,52
Q43433,0,0,0,0,0,0,0,0,0,0,0
Q43654,228,83,139,20,275,222,102,110,76,37,14
Q43704,0,0,0,0,0,0,0,0,0,0,0
Q43794,182,56,144,22,305,224,72,102,60,81,8
Q43975,0,4,0,0,0,9,2,0,0,0,0
Q44473,226,39,115,10,336,255,139,82,58,190,12
Q45269,88,36,44,11,49,95,46,9,31,6,15
Q45480,360,129,169,28,411,436,171,103,105,97,15
Q45614,511,153,174,51,385,371,151,159,116,99,33
Q45670,81,21,26,14,50,63,25,25,11,13,0
Q45826,134,38,83,8,81,140,24,44,39,41,19
Q45FA5,0,0,0,0,0,0,0,0,0,0,0
Q45VK7,130,24,51,5,175,99,28,28,10,34,1
Q460N3,86,16,48,2,102,53,11,46,16,19,14
Q460N5,0,0,0,0,0,1,0,0,0,0,0
Q46289,0,5,0,3,0,0,4,0,7,9,4
Q46845,0,0,0,0,0,0,1,0,0,0,0
Q46DA4,16,1,13,4,12,27,6,4,1,0,2
Q46HH0,44,9,6,9,58,45,5,12,13,1,9
Q47690,95,27,50,7,95,67,24,45,26,19,5
Q47SE7,218,69,92,13,309,217,46,65,38,23,6
Q481G0,0,0,0,0,0,0,0,0,0,0,0
Q48436,55,19,27,3,62,39,37,25,6,8,9
Q48481,100,31,124,6,67,129,62,56,49,47,33
Q48841,255,36,217,18,257,203,119,124,55,30,14
Q494V2,277,85,158,22,226,315,82,75,113,35,20
Q495B1,37,30,75,9,37,41,30,14,18,19,14
Q497B8,11,16,26,11,41,42,10,12,4,8,6
Q498M4,86,22,46,12,98,84,52,52,48,5,7
Q49929,1,0,0,0,0,0,0,0,0,0,0
Q49A17,81,19,43,2,54,69,30,8,23,11,5
Q49GP3,104,34,38,4,90,83,35,15,24,40,10
Q49W60,0,0,0,1,0,0,0,0,1,0,0
Q49YW0,132,51,99,7,123,131,34,33,33,112,16
Q4DJ07,547,156,306,25,389,480,230,160,145,175,72
Q4E123,38,14,1,4,11,12,5,12,8,3,4
Q4FE47,0,0,0,0,0,0,0,0,0,0,0
Q4FP36,0,0,0,0,0,7,0,0,0,0,0
Q4FVL0,0,0,0,0,0,0,0,0,0,0,0
Q4FZV0,42,9,29,7,50,36,26,15,14,23,0
Q4G0P3,485,125,250,18,439,273,93,123,105,115,19
Q4G0U5,310,117,255,35,428,368,112,179,99,253,52
Q4G0X9,0,0,0,0,0,0,0,0,0,0,0
Q4G338,83,25,31,1,64,72,19,20,18,23,14
Q4G380,66,43,16,3,1240,85,40,94,9,1865,9
Q4G382,416,46,258,32,515,206,88,153,113,96,39
Q4G3F5,43,10,8,4,27,23,5,19,16,5,4
Q4G3F6,0,0,0,0,0,0,0,0,0,0,0
Q4G3F8,0,0,0,0,0,0,0,0,0,0,0
Q4GZT3,1055,264,467,72,911,839,420,366,297,357,83
Q4GZT4,108,50,19,6,137,74,14,36,3,4,2
Q4H2R2,0,0,0,0,0,0,0,0,0,0,0
Q4HVS2,48,17,26,0,46,83,47,36,22,16,3
Q4HWQ2,0,0,0,0,0,0,0,0,0,0,0
Q4IA62,0,0,0,0,0,0,0,0,0,0,0
Q4IEV5,0,8,0,0,0,7,0,4,10,0,0
Q4IJH1,28,0,0,0,7,14,0,0,0,14,0
Q4IJT0,18,16,7,0,16,20,2,2,3,0,3
Q4IN00,0,0,0,0,0,0,0,0,0,0,0
Q4ING3,0,0,0,0,0,3,1,0,0,0,0
Q4IP34,29,4,16,3,18,9,2,14,4,8,0
Q4JIJ3,0,0,0,0,0,0,0,0,0,0,0
Q4K882,21,2,8,2,14,5,4,18,6,9,3
Q4KC82,0,0,0,0,0,0,0,0,0,0,0
Q4KL91,26,9,26,2,38,50,13,4,26,2,8
Q4KLT0,26,1,17,0,29,18,2,11,8,0,7
Q4KM30,117,40,70,2,77,77,35,33,40,9,30
Q4KMJ1,32,8,13,0,8,14,7,6,12,0,5
Q4KML2,110,45,33,3,95,103,32,28,23,12,14
Q4KMM3,91,23,18,11,74,79,34,20,29,0,13
Q4KTI3,0,0,0,0,0,0,0,0,0,0,0
Q4KTY1,292,78,210,26,292,259,112,87,69,74,36
Q4L208,68,24,40,12,46,50,22,17,41,10,0
Q4L235,15,13,2,6,9,31,20,0,9,3,7
Q4L6I1,294,110,127,38,258,328,168,106,103,66,21
Q4L8B8,110,53,48,10,65,110,27,36,59,49,3
Q4L9R6,62,21,33,5,78,53,12,24,9,7,12
Q4LB22,1,0,0,0,0,0,0,0,0,0,0
Q4LB23,234,53,58,10,257,129,51,111,16,35,6
Q4LDE5,27,15,27,0,31,23,9,17,7,1,0
Q4LDG9,0,0,0,0,0,0,0,0,0,0,0
Q4MYZ4,0,0,0,0,0,0,0,0,0,0,0
Q4N3P0,0,0,0,0,0,0,0,0,0,0,0
Q4N4B9,1024,314,690,93,758,708,462,624,233,805,105
Q4N4N8,79,21,89,11,40,93,6,40,43,21,26
Q4N594,251,63,133,8,192,143,80,74,42,102,26
Q4N655,2008,522,1013,192,1854,1641,618,862,576,1173,224
Q4P0I7,0,0,0,0,0,0,0,0,0,0,0
Q4P2U6,140,40,67,11,105,121,48,28,52,34,5
Q4P6L3,7,0,0,0,0,0,0,0,2,0,0
Q4P7J4,58,13,48,0,59,53,15,30,23,17,0
Q4P8R9,157,25,66,8,205,103,62,25,56,99,2
Q4PBY6,1495,409,803,115,1425,1438,560,678,341,680,238
Q4PE39,238,41,56,10,266,218,74,56,38,103,19
Q4PEQ5,564,185,222,24,535,446,239,214,145,104,47
Q4PFQ1,135,61,83,9,115,85,34,33,55,21,13
Q4PFV5,26,16,6,0,27,22,0,3,0,7,0
Q4PHU9,98,21,19,11,67,94,29,4,42,6,5
Q4PIP8,101,44,50,8,84,153,49,33,29,9,14
Q4PJX1,11,12,14,0,9,18,4,0,1,0,2
Q4PR52,0,0,0,0,0,0,0,0,0,0,0
Q4PRC9,0,0,0,0,0,0,0,0,0,0,0
Q4PSE8,2,0,10,2,7,0,0,0,0,0,2
Q4PT07,61,15,25,5,51,36,10,6,18,9,6
Q4QQS3,42,3,12,0,25,18,4,15,4,2,2
Q4QQT3,0,0,0,0,10,8,1,9,1,0,0
Q4QQV7,110,22,28,4,146,101,22,14,14,32,9
Q4QR71,195,56,110,9,174,124,50,72,27,73,10
Q4QRJ7,2,0,0,0,3,0,6,0,2,0,0
Q4QRK0,0,0,0,0,0,0,0,0,0,0,0
Q4R3K5,0,0,0,0,0,0,0,0,0,0,0
Q4R3U7,137,37,57,10,90,107,33,33,47,11,31
Q4R4I0,53,20,73,8,52,79,23,42,14,8,10
Q4R528,63,14,19,3,27,25,12,14,14,10,4
Q4R544,153,45,52,27,146,177,57,32,38,50,33
Q4R5T4,15,10,13,0,7,9,1,2,3,0,1
Q4R5V2,79,30,41,2,61,83,28,31,24,14,3
Q4R628,381,183,273,48,353,389,194,167,164,77,36
Q4R632,206,65,87,27,174,195,79,75,68,25,14
Q4R649,59,16,1,4,24,21,4,18,7,9,2
Q4R690,87,49,27,3,83,81,26,16,39,37,8
Q4R6F0,49,28,19,0,22,25,15,43,18,13,0
Q4R6N0,48,23,2,2,70,87,0,39,0,7,5
Q4R6T7,342,58,134,34,241,347,100,106,42,101,24
Q4R6V2,193,41,105,1,282,200,115,54,32,48,17
Q4R6X9,115,38,69,7,119,137,49,55,35,32,13
Q4R747,36,20,28,3,15,43,13,33,15,2,6
Q4R760,170,15,26,8,151,98,55,67,28,28,19
Q4R7D5,111,21,51,8,99,83,26,41,13,67,5
Q4R7L8,69,15,48,2,56,66,29,27,19,4,1
Q4R7R3,88,35,58,11,45,53,18,7,61,7,19
Q4R7S2,312,85,198,17,144,193,81,79,99,28,35
Q4R7T8,226,43,101,8,121,183,68,78,76,23,11
Q4R7Y5,105,34,17,14,99,68,46,19,38,13,0
Q4R803,121,8,95,2,121,198,74,17,96,8,2
Q4R8C7,31,11,21,0,10,52,12,0,5,23,3
Q4R8H2,23,10,39,8,10,24,7,7,22,0,2
Q4R8V4,25,0,14,0,8,24,4,0,10,0,0
Q4R8Y8,9,0,7,0,3,1,0,0,1,0,0
Q4S4I5,11,1,7,4,13,10,1,12,5,0,4
Q4U2R1,87,62,67,20,60,92,37,35,47,17,14
Q4U2V3,195,76,120,36,195,170,72,105,82,50,5
Q4U5R4,0,0,0,0,0,0,0,0,0,0,0
Q4UDU8,0,0,0,0,0,0,0,0,0,0,0
Q4ULP1,124,35,123,4,65,69,84,33,53,20,1
Q4UMH6,1790,627,957,161,1559,1518,608,536,562,405,175
Q4V339,2,2,0,0,14,21,0,4,5,0,1
Q4V3B8,183,24,74,8,102,76,43,56,29,42,18
Q4V3C7,0,0,0,0,0,0,0,0,0,0,0
Q4V3C8,135,48,54,2,120,145,49,46,28,21,16
Q4V3D2,402,77,202,47,358,275,142,155,142,45,26
Q4V7B8,154,52,58,18,165,147,83,68,56,54,21
Q4V7Y7,44,9,24,0,27,73,22,12,11,26,14
Q4V832,81,11,15,7,124,87,39,40,18,42,3
Q4V899,60,6,27,8,33,56,28,29,31,2,4
Q4V8A1,40,10,1,8,25,29,3,3,16,10,2
Q4V8A2,372,157,169,33,334,236,98,96,53,126,20
Q4V8F4,7,1,0,0,9,1,1,13,0,3,0
Q4V8H8,138,79,89,8,114,123,23,50,44,33,22
Q4V8T0,39,12,15,16,52,43,52,24,9,26,10
Q4V8U5,531,148,362,61,592,485,179,218,191,99,35
Q4V8Y6,0,0,0,0,0,0,0,0,0,0,0
Q4V9F0,0,0,0,0,0,0,0,0,0,0,0
Q4V9P0,145,49,61,8,123,127,43,67,42,78,9
Q4VA72,20,2,10,2,10,24,17,5,11,3,2
Q4VBJ9,83,52,107,18,69,101,50,8,56,37,21
Q4VBT5,158,32,62,14,84,93,19,19,59,23,4
Q4VIT4,0,0,0,0,0,0,0,1,0,0,0
Q4VRV8,392,138,194,49,332,332,126,103,162,100,44
Q4VSI4,8,12,14,0,26,14,7,5,1,1,0
Q4VXU2,33,12,28,0,17,48,32,21,44,0,1
Q4W6B5,0,0,0,0,0,0,0,0,0,0,0
Q4W9R2,34,4,20,1,18,21,9,5,16,0,3
Q4WAZ0,0,0,0,0,0,0,0,0,0,0,0
Q4WCR3,0,0,0,0,0,0,0,0,0,0,0
Q4WF54,44,9,20,15,39,38,17,26,30,0,6
Q4WIF3,18,11,10,4,17,16,14,6,13,2,5
Q4WJ02,70,20,29,2,52,36,13,30,31,13,3
Q4WJA1,137,36,65,7,151,96,37,62,28,61,4
Q4WJT7,45,31,32,13,22,48,19,9,23,6,0
Q4WL66,50,18,21,3,62,60,5,13,5,12,7
Q4WLG9,8,2,0,0,0,4,0,0,1,0,0
Q4WM08,376,146,193,18,613,213,98,90,59,197,22
Q4WM67,0,0,0,0,0,0,0,0,0,0,0
Q4WNS8,10,14,30,10,1,4,5,15,8,2,5
Q4WP12,0,0,0,0,0,0,0,0,0,0,0
Q4WP13,217,66,119,15,259,228,95,98,99,45,26
Q4WRQ4,14,6,23,0,20,25,20,13,5,2,5
Q4WWN2,46,13,57,2,22,36,32,11,25,9,5
Q4WXX9,1,0,0,0,0,2,1,0,0,4,0
Q4X084,23,26,30,1,30,40,16,15,10,21,9
Q4X0S7,1,1,0,0,7,6,0,6,0,1,5
Q4X251,192,44,128,33,150,155,80,56,68,54,47
Q4ZHA6,73,29,28,0,61,33,9,18,37,13,1
Q4ZXI1,20,8,26,2,5,24,3,12,9,17,1
Q500V9,77,22,48,4,87,80,23,40,14,33,9
Q502I6,28,6,27,4,21,9,8,3,30,0,3
Q502K2,0,0,0,0,0,0,0,0,0,0,0
Q502K3,199,97,109,38,164,181,121,132,82,53,33
Q502L7,0,0,0,0,0,0,0,0,0,0,0
Q502M6,210,54,163,13,138,188,73,64,51,47,34
Q503I9,123,33,33,8,58,80,44,22,46,19,13
Q503L9,57,41,46,2,52,59,22,12,20,3,13
Q503V9,13,6,11,0,21,29,15,29,12,0,2
Q504Y0,0,0,0,0,0,0,0,0,0,0,0
Q50568,183,64,68,9,126,157,42,72,57,40,22
Q505D1,207,59,84,23,177,209,80,89,63,36,5
Q50631,26,12,18,0,32,32,6,4,12,19,5
Q50681,69,11,23,13,36,40,18,14,22,7,0
Q50EK3,321,125,151,23,295,291,146,105,77,62,56
Q50KB1,1632,240,658,51,1802,1485,623,634,468,700,74
Q50LG2,12,5,0,3,5,31,12,0,5,8,0
Q51080,24,12,13,8,3,13,0,2,1,13,3
Q51342,9,1,10,0,15,15,2,5,3,0,0
Q52353,190,101,196,37,182,207,89,60,110,86,30
Q52356,149,59,104,26,97,193,88,114,93,14,22
Q52828,0,0,0,0,0,0,0,0,0,0,0
Q52C47,82,28,33,23,70,89,30,13,24,21,20
Q52F10,84,10,40,4,77,78,28,40,34,35,3
Q52I78,724,211,361,53,779,693,256,206,206,211,52
Q52JK6,15,19,36,7,41,21,21,24,5,10,5
Q52KZ7,0,0,0,0,0,0,0,0,0,0,0
Q52PG9,60,8,49,5,56,40,31,32,26,8,3
Q52T38,84,17,58,8,69,91,24,15,32,34,22
Q53196,23,11,35,9,26,11,3,1,8,1,3
Q53515,30,7,10,2,32,39,5,20,12,0,1
Q53877,56,20,46,3,54,81,22,38,39,4,10
Q53902,15,2,14,7,19,8,9,1,9,0,0
Q53B88,162,69,113,4,131,161,55,16,82,55,18
Q53GD3,8,0,26,0,22,11,5,0,2,5,0
Q53GS9,0,0,0,0,0,0,0,0,0,0,0
Q53HC5,31,7,9,0,40,29,16,22,8,12,4
Q53LY0,363,130,225,23,356,271,88,157,157,77,20
Q53P85,74,39,19,15,39,69,29,19,49,8,7
Q53RE8,28,9,44,5,24,47,11,18,36,3,4
Q53RJ5,128,33,27,13,61,92,31,13,32,2,7
Q53RK8,276,70,141,13,250,209,76,69,60,49,19
Q54271,120,51,57,5,81,108,44,41,57,4,11
Q54AX6,47,19,15,4,31,35,13,14,4,5,5
Q54B10,0,2,16,0,4,0,0,0,0,0,0
Q54B20,0,0,0,0,0,0,0,0,0,0,0
Q54B67,5,3,4,3,10,6,6,0,3,0,1
Q54BA2,28,4,10,0,24,15,12,7,7,13,0
Q54BC8,0,0,0,0,0,0,0,0,0,0,0
Q54BC9,272,73,148,20,257,219,82,73,73,48,21
Q54BF6,242,87,157,32,193,257,75,76,79,68,34
Q54BI3,77,24,43,0,53,75,25,52,31,11,9
Q54BM8,377,220,259,48,236,277,151,84,184,97,38
Q54BT3,2,3,0,0,10,4,12,1,2,0,0
Q54BU4,143,53,136,3,204,164,68,58,59,76,24
Q54BW5,17,0,7,2,18,2,3,5,3,2,0
Q54BW6,156,45,96,34,158,168,78,109,64,30,15
Q54C32,0,0,0,0,0,0,0,0,0,0,0
Q54C49,299,102,108,23,242,259,111,65,67,47,3
Q54C64,0,10,2,2,13,3,10,6,3,7,8
Q54C92,133,24,48,12,86,87,30,47,47,16,15
Q54C94,20,1,43,0,13,24,6,5,2,5,2
Q54CE0,69,20,28,6,85,65,28,76,8,44,21
Q54CL2,175,29,96,16,202,177,47,82,38,47,3
Q54CM0,0,0,0,0,0,0,0,0,0,0,0
Q54CP1,7,0,14,0,6,6,6,0,3,0,0
Q54CR9,70,19,55,8,49,67,19,21,22,27,7
Q54CS2,13,1,16,0,5,9,2,0,5,1,3
Q54CV5,41,17,17,0,46,43,16,22,7,27,0
Q54CX4,43,6,28,1,9,50,11,12,12,2,2
Q54CY9,198,52,147,11,177,205,84,108,127,61,12
Q54D07,0,0,0,0,0,0,0,0,0,0,0
Q54DA8,95,73,48,14,125,126,39,49,74,9,12
Q54DC8,0,0,0,0,0,0,0,0,0,0,0
Q54DD0,6,0,0,0,0,0,0,0,0,0,0
Q54DD7,22,0,15,3,15,24,4,14,9,0,5
Q54DF2,69,40,61,1,49,86,23,27,35,14,2
Q54DH7,19,6,6,2,20,28,9,25,7,12,6
Q54DK1,394,137,172,43,544,466,173,216,56,131,25
Q54DK4,380,148,230,28,328,288,154,194,93,66,63
Q54DT8,37,7,13,5,25,18,4,5,8,10,3
Q54DU1,40,12,21,2,5,54,13,9,32,3,9
Q54DU9,15,0,3,0,17,15,3,2,7,0,0
Q54DW2,0,0,0,0,0,0,0,0,0,0,0
Q54DY9,45,5,27,1,22,22,19,0,11,1,2
