Entry,mcav_c1,mcav_c3,mcav_c5,mcav_c6,mcav_c7,mcav_c8,mcav_d1,mcav_d2,mcav_d3,mcav_d4,mcav_d5,mcav_d6,mcav_d8
Q96A54,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96A83,70,47,99,4,130,254,263,83,148,24,16,63,62
Q96AC1,171,75,298,16,126,287,543,134,270,47,30,129,102
Q96AG4,118,41,128,12,90,132,393,98,163,44,21,225,73
Q96AH0,6,0,6,0,6,14,29,0,10,0,0,5,4
Q96AJ9,11,0,22,0,6,29,30,6,8,3,0,13,7
Q96AN5,32,23,64,5,39,95,121,71,106,33,21,47,47
Q96AQ8,9,23,60,9,39,79,42,24,57,15,0,44,25
Q96AX1,7,3,45,0,16,17,19,5,15,6,0,16,1
Q96AY4,2708,4854,10945,1191,6036,13369,16584,3576,11284,912,1980,9091,5132
Q96B26,0,2,6,0,4,9,8,4,1,1,0,5,2
Q96BD0,191,42,151,19,97,253,76,74,82,39,16,44,60
Q96BD5,74,92,207,47,193,340,261,53,224,26,160,303,241
Q96BH1,2,0,8,1,3,9,10,9,17,2,0,12,0
Q96BI1,99,76,131,16,109,228,497,133,299,81,52,297,143
Q96BN8,281,93,282,24,135,364,277,243,383,76,39,135,96
Q96BY7,579,257,763,58,870,1830,1001,475,652,156,126,460,597
Q96C01,29,16,30,3,54,74,138,17,76,20,0,49,32
Q96C24,72,42,193,6,52,182,187,107,125,26,0,55,81
Q96C34,266,199,408,58,320,537,495,134,559,86,182,545,346
Q96C45,33,23,66,5,60,80,98,18,56,12,6,35,40
Q96C92,82,54,132,11,124,140,306,94,218,52,43,153,99
Q96CG8,5161,1231,4372,298,2209,3313,13100,4305,7731,3125,2317,34293,1613
Q96CN5,12,9,74,5,19,63,13,48,14,1,0,17,14
Q96CN7,1574,583,1391,130,1462,2059,1811,1942,2016,1121,899,1606,1045
Q96CX3,11,1,16,1,6,16,10,23,25,1,0,3,2
Q96D71,234,114,388,52,231,455,630,297,404,89,85,122,110
Q96DA2,18,6,41,9,9,47,51,15,14,7,7,8,1
Q96DB2,25,4,32,1,17,34,47,20,35,4,0,18,12
Q96DB5,7,5,9,0,4,7,43,23,23,12,0,38,9
Q96DM1,218,348,895,79,893,1004,1198,817,1374,276,69,1144,429
Q96DM3,320,265,991,62,590,1086,766,462,944,189,163,601,406
Q96DN6,305,112,423,46,248,503,686,208,370,114,31,278,207
Q96DP5,72,63,129,15,85,97,197,59,195,45,21,99,71
Q96DT5,2,0,10,3,1,3,5,11,4,9,0,1,0
Q96DX4,103,132,226,17,181,298,263,72,261,69,99,286,140
Q96DX5,636,123,290,36,274,2376,7592,2369,280,757,4,621,953
Q96DY2,58,31,134,12,72,174,285,59,232,69,0,183,62
Q96E11,8,11,17,0,13,26,22,17,22,12,0,14,8
Q96EH3,0,0,3,1,0,0,3,0,0,0,0,0,0
Q96EL3,5,11,26,2,13,40,80,29,54,11,6,56,9
Q96ES7,94,109,545,20,123,259,327,66,299,47,91,188,121
Q96EV2,32,3,37,13,14,53,83,38,20,21,0,35,8
Q96EV8,129,71,188,20,156,362,407,88,318,50,53,178,113
Q96EW2,0,10,10,0,2,9,16,0,6,0,0,21,7
Q96EX2,97,75,262,16,129,168,192,91,196,32,85,250,109
Q96EY1,257,106,229,6,180,411,792,314,279,77,27,364,163
Q96EY7,116,111,216,36,152,271,302,129,301,62,51,255,193
Q96EZ8,84,53,184,4,146,194,388,116,181,28,23,136,108
Q96F25,0,1,24,0,1,0,0,0,0,0,0,2,0
Q96F81,32,2,31,8,39,14,123,31,13,1,18,37,10
Q96FG2,163,108,274,32,170,346,748,187,516,118,94,400,162
Q96FI4,18,6,34,5,14,44,52,32,9,4,0,4,6
Q96FM1,0,0,45,5,60,52,32,0,99,13,9,26,0
Q96FV9,324,453,849,168,622,909,736,296,1087,173,327,770,519
Q96G21,38,37,45,17,28,62,144,72,102,12,12,85,41
Q96G25,75,48,107,6,127,216,185,48,164,48,56,157,113
Q96GD3,265,116,284,15,186,378,641,204,481,81,172,403,132
Q96GG9,197,128,320,47,247,398,573,231,450,104,107,392,225
Q96GM5,174,37,202,10,84,264,260,128,227,68,0,107,77
Q96GN5,47,15,25,1,32,88,32,29,67,19,11,21,25
Q96GS4,11,16,46,7,31,51,40,38,75,7,24,33,27
Q96GW7,9,2,4,0,0,0,0,2,1,1,0,3,0
Q96HA9,18,1,12,0,1,14,16,17,36,5,0,24,11
Q96HF1,125,106,358,13,342,691,378,200,689,105,13,184,298
Q96HJ3,16,8,23,1,15,41,79,29,134,26,9,91,14
Q96HN2,37,32,164,8,65,228,445,132,149,37,34,228,29
Q96HU8,88,27,81,4,85,102,344,34,109,20,33,247,47
Q96I24,476,203,557,53,346,750,1166,547,664,294,123,805,227
Q96I34,246,135,348,54,321,508,1147,379,353,90,45,492,196
Q96I51,28,37,95,6,70,187,97,35,149,35,36,156,112
Q96IG2,386,25,76,9,120,117,550,146,195,39,25,119,41
Q96IK5,73,41,101,7,113,156,226,88,127,20,54,89,55
Q96IR2,78,29,135,9,120,148,189,45,131,15,17,64,41
Q96IR7,65,25,38,0,47,73,108,42,59,12,0,42,24
Q96IV0,8,7,22,0,30,35,9,28,20,0,0,22,16
Q96IZ5,39,6,48,2,13,87,133,64,38,27,67,52,11
Q96J01,8,14,25,2,9,36,22,19,30,15,0,9,9
Q96J66,0,0,1,0,2,0,0,0,0,0,0,0,0
Q96J94,303,114,357,28,250,396,867,383,619,140,26,841,166
Q96JA1,5,0,0,0,3,0,0,0,3,0,0,0,0
Q96JB1,143,137,432,45,265,491,759,316,531,94,75,497,217
Q96JI7,328,282,779,80,352,778,1004,277,897,135,167,651,334
Q96JK9,0,0,12,6,0,16,12,9,2,8,7,6,3
Q96JL9,16,5,10,1,4,11,25,21,25,2,0,15,5
Q96JM4,109,129,223,93,293,248,322,158,291,102,112,306,137
Q96JM7,191,137,238,57,256,280,1042,219,619,150,159,746,291
Q96JN8,119,79,123,16,35,143,149,31,117,13,14,94,36
Q96K21,0,2,4,0,6,10,0,0,3,0,0,7,5
Q96K76,14,5,38,1,7,37,43,11,27,9,20,15,4
Q96KB5,57,47,135,5,102,215,113,209,442,82,12,137,109
Q96KC8,27,30,70,3,51,103,250,28,89,18,21,76,59
Q96KE9,241,177,699,51,451,529,367,421,570,117,105,373,171
Q96KG7,0,0,173,6,18,187,32,50,19,19,0,0,13
Q96KJ9,364,181,425,71,328,747,1589,465,884,315,194,1429,282
Q96KM6,0,0,0,0,0,3,0,0,0,0,0,0,0
Q96KN3,40,22,74,9,23,69,76,31,32,4,21,16,13
Q96KP1,117,153,322,45,212,403,164,142,367,55,85,230,247
Q96KP4,300,126,227,24,140,246,370,499,681,216,47,467,76
Q96KQ7,2,9,40,0,9,61,34,18,31,0,0,20,7
Q96L03,47,25,72,9,61,106,237,35,197,32,61,131,48
Q96L50,4,6,38,0,14,34,3,14,29,3,0,27,21
Q96L93,231,96,422,32,114,352,508,165,245,58,49,71,65
Q96LD1,16,9,30,4,18,27,47,27,26,3,0,18,5
Q96LD8,10,30,113,10,82,86,35,34,105,10,39,69,80
Q96LI9,32,12,32,3,77,55,108,58,83,17,0,44,24
Q96LJ7,1394,480,1450,189,1498,1568,1925,1537,1425,430,425,1579,644
Q96LK0,37,18,58,6,36,111,132,92,86,22,21,72,40
Q96LL9,52,15,16,5,26,60,94,27,48,8,0,46,23
Q96LQ0,91,55,109,24,136,146,410,88,242,37,28,248,76
Q96LR5,0,1,3,2,6,18,8,1,21,0,0,4,7
Q96LR7,23,8,86,5,30,77,83,48,87,20,8,49,21
Q96LT4,16,12,41,1,36,48,97,22,55,17,0,39,10
Q96LT7,159,103,264,24,224,519,634,164,366,88,48,296,258
Q96LX7,71,19,101,11,23,98,263,48,92,15,23,80,16
Q96M20,244,158,393,56,351,759,303,273,605,130,129,318,221
Q96M32,114,60,179,16,115,240,750,200,447,75,21,499,92
Q96M69,71,52,115,13,84,124,375,44,252,41,14,273,74
Q96M86,0,0,1,21,1,1,8,32,2,0,0,2,0
Q96M89,2,18,65,5,34,146,24,33,47,2,4,29,125
Q96M96,115,44,235,16,66,158,194,140,147,39,16,69,43
Q96MA6,119,119,257,33,171,441,593,183,419,67,72,382,212
Q96MB7,39,23,113,19,86,107,104,0,47,0,0,65,70
Q96MC6,15,1,21,2,6,37,36,23,12,6,0,7,3
Q96MD2,18,4,39,0,18,36,26,18,22,3,11,15,12
Q96MM6,141,77,154,21,113,133,459,127,185,39,81,415,32
Q96MR6,3,0,8,1,3,7,33,11,4,1,0,7,6
Q96MS0,25,6,67,1,15,79,55,32,15,7,25,7,6
Q96MT1,66,29,75,6,45,105,172,34,145,16,14,97,57
Q96MU8,66,6,12,1,20,27,61,12,23,3,12,51,7
Q96MV1,0,0,3,0,1,2,0,0,0,0,0,0,0
Q96MY7,67,15,57,17,54,86,189,70,218,24,7,103,28
Q96N23,158,87,200,16,111,248,550,149,448,104,45,495,76
Q96N76,18,9,169,2,33,25,58,25,40,8,18,44,8
Q96NA8,0,13,3,7,0,0,3,0,22,0,0,10,0
Q96ND8,77,22,101,7,43,147,202,39,75,21,58,41,82
Q96NL6,129,47,103,23,120,119,344,160,250,52,65,191,49
Q96NN9,204,125,311,32,221,403,390,204,353,92,41,314,246
Q96NT5,3,15,35,11,22,70,35,8,31,1,0,26,19
Q96P11,11,22,93,1,13,59,95,40,52,6,9,24,6
Q96P20,17,35,128,4,52,90,147,24,114,31,28,50,14
Q96P44,20,7,13,2,6,55,38,45,36,4,13,19,11
Q96P50,87,69,325,15,92,238,424,56,210,65,54,165,58
Q96P53,27,8,37,2,26,28,112,64,53,9,0,48,9
Q96P56,1,0,0,0,0,0,0,0,0,0,0,0,0
Q96P65,95,72,149,14,83,168,193,112,110,34,24,172,80
Q96P70,190,99,189,20,193,231,351,212,444,65,75,322,121
Q96PB1,80,61,121,18,127,185,186,55,181,14,23,83,61
Q96PC5,143,153,277,25,195,452,752,217,562,112,96,328,297
Q96PE3,142,80,245,22,95,243,214,116,268,35,34,76,39
Q96PE7,163,52,236,30,151,212,785,449,1370,137,50,1145,190
Q96PM5,862,788,1678,211,1166,1941,6743,1129,3065,260,403,2842,942
Q96PN8,0,0,0,1,1,1,4,0,3,0,0,6,0
Q96PP8,121,77,155,25,158,171,161,98,139,33,86,180,77
Q96PP9,109,64,532,24,229,609,181,186,217,72,60,200,135
Q96PQ6,0,1,0,1,4,0,0,0,4,0,0,0,0
Q96PQ7,407,211,451,50,378,666,1662,446,716,163,101,708,287
Q96PV6,134,776,1752,160,835,1403,1322,89,1557,79,374,1259,777
Q96PX1,22,12,91,9,19,58,117,68,76,10,15,61,12
Q96PX6,2,0,4,0,0,12,10,12,6,1,0,10,0
Q96PY6,358,195,426,56,368,587,1012,416,790,168,136,740,335
Q96PZ7,122,51,118,15,34,116,338,96,229,30,0,433,29
Q96Q07,96,48,208,20,90,145,264,103,123,45,0,94,33
Q96Q15,0,0,8,2,4,2,2,13,11,2,0,8,1
Q96Q77,52,15,54,6,22,45,141,19,51,21,24,69,10
Q96QC0,75,44,241,34,57,215,386,182,65,9,0,77,35
Q96QE2,1,9,2,0,2,4,23,4,0,1,0,0,0
Q96QE3,69,27,80,11,71,135,134,55,122,63,40,62,55
Q96QF0,263,162,521,40,407,686,686,330,575,189,224,412,255
Q96QF7,27,30,124,16,66,123,37,34,142,8,67,63,37
Q96QT6,48,44,157,7,35,156,202,48,137,20,0,138,48
Q96QU6,60,5,44,2,16,51,28,42,53,27,0,18,17
Q96QU8,144,81,166,20,125,201,746,158,347,76,49,443,86
Q96RJ6,110,48,115,13,168,202,33,62,48,12,116,25,76
Q96RK0,40,5,27,2,4,28,3,15,8,5,0,2,1
Q96RK4,119,41,102,25,67,185,304,122,282,44,47,196,106
Q96RQ3,70,74,72,9,138,146,174,41,183,20,15,124,76
Q96RS0,40,98,159,12,88,194,164,56,137,15,35,107,75
Q96RT1,290,184,410,56,312,421,557,264,498,166,169,316,253
Q96RT8,71,47,273,5,160,215,146,36,253,40,15,147,59
Q96RW7,1625,941,3207,363,1910,3292,7418,1914,3047,690,823,5923,941
Q96S06,11,68,59,19,71,164,41,40,157,23,112,143,92
Q96S44,201,108,250,27,325,623,650,193,632,184,77,666,177
Q96S53,34,2,55,6,12,51,34,27,16,4,28,12,10
Q96S82,43,11,16,0,17,39,92,31,34,8,0,9,4
Q96SF7,0,0,1,0,0,22,20,1,0,1,0,1,0
Q96SK2,24,36,43,0,23,63,91,42,89,6,0,49,13
Q96SM3,0,0,0,0,0,3,0,0,0,0,0,0,0
Q96ST3,224,26,223,12,35,130,357,105,71,14,0,27,9
Q96SW2,4,0,14,1,4,18,20,7,17,6,0,3,4
Q96T49,85,20,75,1,30,129,5,26,53,12,7,14,33
Q96T58,318,246,662,75,380,1163,1116,438,769,213,91,527,369
Q96T60,18,38,92,14,111,208,34,40,180,26,60,93,91
Q978J0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q97UU4,135,64,153,9,81,214,220,95,177,45,43,275,90
Q98892,12,61,66,6,39,64,248,1,204,11,0,150,8
Q988C8,64,36,28,3,59,143,65,89,122,14,0,31,19
Q98902,5,0,4,4,14,37,4,3,0,0,0,11,8
Q98925,334,93,364,28,233,523,598,249,373,51,83,182,119
Q98930,0,3,19,0,1,20,27,9,17,6,0,14,0
Q98931,0,0,0,0,0,0,0,0,0,0,0,0,0
Q98943,1,1,41,2,4,5,3,0,10,1,0,9,0
Q98948,25,5,54,2,15,34,74,32,33,23,0,13,9
Q98982,0,0,0,0,0,0,0,0,0,0,0,0,0
Q98998,12,2,18,1,15,35,58,9,23,5,23,24,14
Q98GN8,0,1,1,0,4,1,0,0,0,0,0,0,0
Q98KK0,21,48,134,11,176,250,95,20,133,17,29,70,61
Q98SJ2,39,21,91,4,47,70,135,23,99,30,15,105,27
Q98SN7,60,2,43,0,22,13,24,27,22,3,0,35,5
Q98TR3,57,48,82,7,64,97,280,58,99,16,10,101,29
Q98TR7,13387,4175,6330,2002,7666,11601,12914,16509,10615,8786,4390,12066,5747
Q98TX1,285,35,257,11,221,717,404,238,296,172,111,242,279
Q98TX3,788,504,1208,159,935,1395,3667,947,2435,484,346,4414,690
Q98TZ8,1720,694,2526,150,1580,3179,3669,1805,2921,972,502,2641,1211
Q98UI9,0,0,0,0,0,0,0,2,0,0,3,0,0
Q98UK4,10,14,55,11,34,43,27,23,51,14,0,18,7
Q99020,3,4,18,0,5,13,36,0,10,10,0,21,9
Q99042,0,0,1,0,0,0,1600,4,208,81,0,14218,0
Q99070,833,557,1610,114,1774,3727,3190,948,3520,560,417,3443,1202
Q99105,2636,1799,3632,362,3319,5809,11493,3239,6209,1188,864,4899,2532
Q99145,90,85,210,34,158,361,331,59,304,59,25,282,224
Q99315,227,193,437,92,352,655,795,368,687,91,63,346,226
Q99442,364,115,116,132,92,151,779,396,171,196,630,598,180
Q99447,100,20,155,9,65,209,114,158,70,36,17,16,48
Q99500,75,18,52,4,34,68,24,10,21,12,3,45,17
Q99502,437,374,747,60,857,1099,1003,450,870,184,43,443,442
Q99542,157,38,132,6,57,365,589,261,487,16,44,403,178
Q99549,116,79,408,31,174,488,718,68,263,42,21,341,232
Q99550,17,26,51,9,66,91,96,13,70,0,3,54,55
Q99569,13,32,31,13,54,68,69,18,103,3,0,83,7
Q99570,304,121,302,27,203,583,604,191,441,53,54,320,234
Q99571,155,66,153,15,142,162,496,128,290,79,30,188,40
Q99572,35,141,214,77,294,818,263,55,356,15,115,341,503
Q99575,15,23,82,11,24,65,82,33,60,3,50,34,60
Q99578,260,142,675,48,416,828,182,196,406,131,134,214,340
Q99614,142,65,145,17,144,229,503,154,341,64,73,229,142
Q99615,233,153,456,50,276,404,792,218,629,97,180,521,239
Q99685,0,0,4,0,6,17,3,0,6,0,0,0,0
Q99698,126,81,397,28,208,368,271,180,266,41,87,108,151
Q99715,478,324,487,78,446,950,171,313,824,89,162,75,204
Q99728,16,2,2,0,2,5,5,0,14,2,0,2,8
Q99741,6,0,0,0,3,0,0,0,0,1,0,2,1
Q99758,311,120,672,18,233,645,2402,622,783,180,30,390,163
Q99759,209,50,347,21,136,273,545,261,265,41,39,135,73
Q99805,0,3,4,2,2,11,2,0,11,1,0,0,1
Q99808,352,113,401,21,229,522,960,322,580,188,97,296,198
Q99816,396,189,546,86,435,686,1178,503,897,279,218,957,374
Q99829,65,17,53,1,10,82,39,64,69,15,2,16,11
Q99835,56,86,171,16,88,191,341,68,272,42,62,238,63
Q99853,67,108,149,13,94,341,352,159,271,72,66,518,113
Q99880,0,1,7,0,1,6,1,0,2,0,0,0,0
Q99932,47,13,58,6,56,103,182,102,103,21,10,111,30
Q99973,33,61,97,10,44,78,121,109,202,24,0,171,33
Q99986,0,1,6,0,23,31,1,1,8,2,0,3,6
Q99999,96,61,116,1,168,192,284,55,153,21,0,42,89
Q99J23,48,32,42,4,33,71,105,30,57,3,0,11,26
Q99J56,143,85,197,28,187,306,314,140,289,47,149,330,140
Q99J62,78,32,68,10,44,137,183,98,150,34,37,74,58
Q99J85,86,0,0,1,25,20,15497,488,4,40,0,90,0
Q99JB7,8,32,96,0,27,44,6,50,80,15,55,39,18
Q99JD2,46,26,97,1,69,109,607,96,228,44,49,196,84
Q99JD3,2,52,0,18,20,39,5,7,91,0,0,64,18
Q99JG3,2,21,68,3,30,92,45,32,84,22,0,69,40
Q99JR1,101,42,86,1,68,144,212,86,205,70,0,74,71
Q99JW2,61,14,85,8,53,82,84,49,130,43,0,57,16
Q99JW4,33,10,40,1,29,90,102,18,39,9,0,42,40
Q99JX7,3,0,14,0,0,17,1,6,11,11,0,0,0
Q99K43,65,31,116,8,63,211,55,111,314,67,10,100,87
Q99K51,0,0,0,0,0,1,0,0,0,0,0,0,0
Q99K70,326,281,669,71,483,813,2589,483,960,171,122,1194,397
Q99K74,0,0,0,0,1,7,6,0,0,4,0,0,0
Q99K85,595,179,522,50,449,594,354,285,289,82,39,160,199
Q99KB8,88,46,155,10,96,95,48,132,209,71,57,101,84
Q99KG7,0,0,1,0,0,2,1,3,0,0,0,0,2
Q99KY4,113,20,132,16,30,124,243,215,75,29,0,83,20
Q99L13,9,1,33,1,6,14,33,25,26,3,0,20,7
Q99L28,586,198,510,92,219,238,935,762,602,399,456,846,93
Q99L48,38,65,65,25,56,104,349,45,239,32,56,400,112
Q99LB6,115,95,177,15,153,162,392,47,296,67,99,187,74
Q99LE6,0,0,0,0,2,2,25,0,4,0,0,8,2
Q99LJ8,257,127,201,43,174,373,464,92,332,63,63,424,120
Q99LM9,2,0,7,2,0,4,8,13,3,0,0,1,1
Q99LQ7,65,6,39,2,22,47,55,99,25,5,23,16,6
Q99LU8,111,136,378,38,338,524,605,101,466,51,131,432,226
Q99LW6,156,77,174,13,159,240,641,100,445,57,44,397,125
Q99M01,103,29,88,7,57,107,132,80,128,35,10,75,43
Q99M75,34,19,106,5,33,99,220,23,34,15,0,70,37
Q99M80,73,40,409,20,159,197,108,52,361,24,0,120,30
Q99MD6,846,178,1058,85,504,1197,2660,799,732,180,62,2886,371
Q99ME2,27,48,82,13,102,115,103,48,168,14,18,125,61
Q99ME9,3164,1596,3246,368,3934,3008,2613,2838,2778,1798,1624,2429,1410
Q99MI9,19,12,21,0,18,65,43,15,41,2,16,16,27
Q99MK9,126,32,133,4,59,184,211,63,98,21,0,76,39
Q99ML5,0,0,2,0,2,5,5,0,0,0,0,0,0
Q99MM4,279,119,402,18,278,535,889,268,565,144,150,375,200
Q99MN1,57,11,67,3,42,61,133,77,103,29,0,27,8
Q99MS0,7,9,116,4,32,86,62,13,13,6,0,13,9
Q99MT2,1,2,1,1,0,0,4,0,0,0,0,1,0
Q99MV5,9,0,1,0,6,0,7,0,5,0,0,2,1
Q99MW1,39,15,27,10,6,144,94,62,64,15,0,74,13
Q99MZ3,272,111,302,39,232,425,643,265,403,86,63,316,183
Q99MZ7,13,43,57,5,49,78,10,43,151,0,0,106,26
Q99N01,6,3,10,2,0,17,7,7,2,2,0,0,0
Q99N34,88,30,87,12,129,168,225,92,157,23,65,93,69
Q99N37,6,0,12,0,4,5,11,8,11,11,0,10,3
Q99NB1,26,29,55,1,29,61,10,48,76,4,0,31,2
Q99NB8,5,0,2,0,1,6,8,8,5,0,0,2,1
Q99ND9,80,29,83,15,106,132,263,119,197,55,54,162,66
Q99NF1,2,0,6,0,1,18,57,13,23,21,0,10,2
Q99NF2,63,13,57,2,38,53,222,44,98,56,0,95,15
Q99NH2,202,150,550,21,311,414,771,118,373,34,110,470,156
Q99P47,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99P72,91,24,115,9,67,120,152,97,100,27,17,52,23
Q99PA3,175,31,224,9,112,240,193,184,103,30,6,63,29
Q99PI5,216,109,519,60,192,393,1237,306,662,112,222,836,131
Q99PJ0,0,3,3,1,0,7,1,0,0,1,0,0,0
Q99PL6,102,145,289,41,248,321,347,116,394,66,128,258,177
Q99PQ1,7,0,20,0,9,16,43,28,4,2,0,6,3
Q99PT3,71,27,106,12,40,87,120,65,74,5,0,57,17
Q99PV0,97,16,74,2,28,112,170,119,88,45,0,94,25
Q99PV3,130,94,193,33,179,313,323,80,343,47,123,172,152
Q99PW6,18,3,16,0,22,32,89,6,8,1,0,59,18
Q99PW8,10,8,31,1,28,42,129,28,24,2,0,19,1
Q9A8Z4,155,43,142,19,84,226,166,111,115,80,21,53,94
Q9ASR4,23,10,124,1,40,41,68,53,49,11,0,56,80
Q9BDJ5,1,0,1,0,1,8,10,6,1,0,0,0,0
Q9BE31,14,5,13,0,9,21,32,3,33,0,0,4,0
Q9BE97,259,48,203,15,60,166,495,387,216,91,12,202,31
Q9BG98,181,126,316,39,150,317,240,110,309,36,38,199,127
Q9BGI2,63,24,77,11,59,116,395,163,128,37,13,164,35
Q9BGN4,94,88,233,13,311,284,360,81,128,31,22,153,86
Q9BLC5,1300,410,747,130,627,2247,6672,2030,3071,1503,272,2116,1162
Q9BMN8,19,8,24,2,23,18,64,10,33,7,0,32,3
Q9BMX5,28714,11053,15478,4856,16846,19935,23960,37254,28328,18279,14885,26740,13478
Q9BPU3,27,3,0,0,0,15,0,0,16,0,0,7,0
Q9BPW9,16,2,8,0,11,23,25,22,63,16,43,22,6
Q9BPX3,13,3,17,0,4,25,5,25,27,3,0,5,4
Q9BQ24,11,9,48,1,20,18,18,18,39,4,0,2,4
Q9BQ65,33,40,83,7,155,108,144,48,150,31,57,46,75
Q9BQ67,788,411,1188,115,1112,1659,2443,780,1582,327,498,1331,793
Q9BQA1,70,50,95,11,83,152,592,85,255,51,68,398,70
Q9BQB6,44,34,70,5,32,108,34,66,98,40,61,82,31
Q9BQF6,170,158,570,35,272,565,798,222,490,91,57,499,189
Q9BQI3,24,7,25,0,11,15,31,13,12,2,0,11,5
Q9BQI6,29,13,95,1,37,66,40,36,64,21,25,26,49
Q9BQS2,155,60,191,13,166,227,401,50,147,26,30,215,123
Q9BQS8,149,22,161,9,50,144,123,72,113,31,18,61,34
Q9BRJ6,110,36,101,8,50,67,237,82,206,84,46,274,53
Q9BRJ9,46,17,96,4,65,132,12,28,15,9,0,0,27
Q9BRR6,259,105,481,20,248,443,803,233,447,115,61,268,172
Q9BRS2,75,20,73,6,52,92,278,50,152,20,0,119,53
Q9BRU9,5758,2571,4068,793,3947,4850,5509,8086,5365,3559,2979,6091,2102
Q9BRZ2,96,37,203,34,74,158,171,113,87,11,13,45,30
Q9BS34,156,76,299,16,168,327,271,166,319,60,39,132,136
Q9BSD7,11,5,19,4,11,24,29,20,25,11,4,33,10
Q9BSF4,37,18,23,2,19,38,71,3,61,9,8,21,29
Q9BSG0,53,54,147,18,96,195,220,71,180,44,27,204,60
Q9BSK4,54,29,96,7,50,96,185,79,102,14,49,25,15
Q9BT23,637,283,1040,61,706,1025,4815,639,875,264,62,859,380
Q9BT30,7,9,30,7,27,70,50,37,71,26,13,63,21
Q9BT88,17,4,25,0,10,32,20,26,5,0,0,4,9
Q9BTE3,134,54,201,35,162,381,366,184,340,119,63,298,124
Q9BTM1,0,0,0,7,3,0,0,38,1,4,0,31,0
Q9BTV4,3,2,11,0,1,15,28,10,5,2,0,14,3
Q9BTV6,18,38,105,4,39,102,126,20,111,9,9,86,23
Q9BTW9,21,26,83,17,106,148,126,25,132,17,17,101,79
Q9BU70,2,11,31,4,40,39,61,24,23,13,0,22,14
Q9BUJ2,121,24,122,11,53,139,167,76,98,25,41,65,22
Q9BUQ8,180,87,210,36,174,377,569,134,379,70,84,282,142
Q9BUZ4,212,115,466,23,213,453,390,137,243,31,61,239,224
Q9BV90,51,33,93,4,103,157,202,79,118,36,19,62,62
Q9BVG8,212,61,337,11,270,477,1094,256,556,88,88,598,312
Q9BVK2,794,500,1470,116,796,1416,792,637,898,249,156,796,484
Q9BVL2,50,16,63,1,41,103,113,32,55,21,18,38,41
Q9BVL4,49,15,97,0,26,81,153,52,33,10,0,21,24
Q9BVR0,0,0,0,0,0,0,10,0,0,7,0,0,0
Q9BVS4,51,63,65,33,88,97,447,121,219,32,16,462,71
Q9BVW5,375,169,818,40,489,904,325,287,449,84,63,172,293
Q9BW72,100,47,162,24,195,292,239,58,320,83,95,200,160
Q9BW91,82,56,121,6,101,122,393,83,163,32,15,246,89
Q9BWH6,34,8,49,10,10,39,62,12,32,2,0,13,6
Q9BWQ8,349,162,561,30,367,755,652,284,444,211,96,392,191
Q9BWT3,196,186,582,68,456,737,1312,283,897,157,271,772,367
Q9BWV1,0,4,40,6,4,31,2,6,10,6,0,16,8
Q9BWV3,35,47,119,16,62,156,147,57,143,31,12,41,36
Q9BWV7,172,52,140,12,101,231,570,113,251,104,10,208,116
Q9BX10,142,127,327,35,291,495,209,205,488,143,82,318,245
Q9BX63,22,22,114,10,46,78,36,96,89,17,0,35,14
Q9BX70,274,101,308,23,260,436,757,366,481,156,62,357,152
Q9BX84,19,17,120,20,46,74,10,44,47,26,7,13,53
Q9BXB4,130,34,196,12,93,215,249,139,232,44,15,111,84
Q9BXF3,299,247,660,66,377,693,1208,380,831,184,70,915,320
Q9BXI6,0,0,0,10,0,6,0,37,2,13,0,0,0
Q9BXM7,900,292,928,107,831,1205,2365,553,1231,291,269,1592,635
Q9BXS5,194,83,280,20,202,275,450,267,536,93,30,330,142
Q9BXT4,58,21,135,31,30,165,205,125,135,36,0,45,14
Q9BXT6,5,1,9,2,21,8,21,1,10,1,0,5,7
Q9BXT8,11,16,43,3,23,72,87,11,11,0,0,6,25
Q9BXW4,467,351,803,110,569,686,1104,649,1476,279,275,1811,359
Q9BXW9,29,19,44,1,29,50,10,30,154,20,0,65,9
Q9BXY5,23,8,54,7,27,42,89,34,29,14,0,12,9
Q9BY11,45,7,19,4,12,39,113,8,9,12,0,6,23
Q9BY12,65,64,222,29,143,237,550,113,312,28,69,235,109
Q9BY77,194,97,162,16,189,311,527,320,537,112,21,271,153
Q9BY79,157,42,125,11,119,175,358,101,118,21,0,8,56
Q9BYD3,70,5,82,13,56,99,232,59,116,36,36,113,33
Q9BYG0,0,0,4,0,0,0,0,0,1,0,0,0,1
Q9BYK8,1368,801,4908,310,1496,2798,2043,1664,1628,323,321,1179,1473
Q9BYN7,214,76,258,22,146,341,403,275,234,65,79,83,114
Q9BYT3,9,6,21,5,10,21,25,26,12,4,0,3,3
Q9BYT9,43,28,51,0,22,73,99,13,60,11,0,114,21
Q9BYV1,119,65,391,14,538,201,80,571,344,207,246,98,123
Q9BYX4,195,120,324,47,251,431,368,169,348,17,71,340,128
Q9BZ19,240,126,328,31,212,390,1020,310,508,143,128,807,299
Q9BZC7,12,17,56,7,12,93,150,73,31,18,0,39,8
Q9BZE0,89,16,47,7,48,73,143,48,85,16,37,46,36
